,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
hsa05134,hsa05134,Legionellosis,5/312,48/5923,0.106336914707387,0.824092750318902,0.795177215219993,EEF1A1/HSPA6/HSPA1B/HSPA1A/BNIP3,5
hsa04966,hsa04966,Collecting duct acid secretion,3/312,22/5923,0.106445313582858,0.824092750318902,0.795177215219993,ATP6V1F/ATP6V0D1/ATP6V1D,3
hsa05320,hsa05320,Autoimmune thyroid disease,3/312,22/5923,0.106445313582858,0.824092750318902,0.795177215219993,HLA-C/HLA-A/HLA-B,3
hsa05332,hsa05332,Graft-versus-host disease,3/312,22/5923,0.106445313582858,0.824092750318902,0.795177215219993,HLA-C/HLA-A/HLA-B,3
hsa00982,hsa00982,Drug metabolism - cytochrome P450,3/312,23/5923,0.117876343572896,0.884072576796722,0.853052486382802,GSTP1/MGST2/GSTO1,3
hsa04137,hsa04137,Mitophagy - animal,6/312,65/5923,0.125831177885231,0.885459114354356,0.854390373499818,RPS27A/UBA52/RAB7A/BNIP3/UBB/TOMM7,6
hsa00513,hsa00513,Various types of N-glycan biosynthesis,4/312,37/5923,0.128084441793005,0.885459114354356,0.854390373499818,TUSC3/HEXB/RPN2/RPN1,4
hsa05131,hsa05131,Shigellosis,15/312,207/5923,0.129129454176677,0.885459114354356,0.854390373499818,RPS27A/H3F3A/UBA52/ACTG1/RHOA/MYL12B/UBE2N/PFN1/ARPC5/MYL12A/ACTB/BNIP3/UBB/SKP1/RRAGC,15
hsa04940,hsa04940,Type I diabetes mellitus,3/312,25/5923,0.142004949502747,0.946699663351647,0.913482131304221,HLA-C/HLA-A/HLA-B,3
hsa04066,hsa04066,HIF-1 signaling pathway,7/312,87/5923,0.173125682443064,0.999959603359853,0.964873301487577,GAPDH/RPS6/TIMP1/PDHB/NPPA/ELOB/LDHA,7
hsa00480,hsa00480,Glutathione metabolism,4/312,42/5923,0.178169423885728,0.999959603359853,0.964873301487577,GSTP1/MGST2/GPX4/GSTO1,4
hsa04744,hsa04744,Phototransduction,2/312,15/5923,0.185370242862165,0.999959603359853,0.964873301487577,CALM3/CALM2,2
hsa00020,hsa00020,Citrate cycle (TCA cycle),3/312,29/5923,0.194421047762893,0.999959603359853,0.964873301487577,SUCLG1/PDHB/SDHB,3
hsa05323,hsa05323,Rheumatoid arthritis,5/312,59/5923,0.198047818674431,0.999959603359853,0.964873301487577,ATP6V1F/ATP6V0D1/CTSL/ATP6V1D/ATP6V0B,5
hsa00511,hsa00511,Other glycan degradation,2/312,16/5923,0.204898328415015,0.999959603359853,0.964873301487577,HEXB/NEU1,2
hsa05120,hsa05120,Epithelial cell signaling in Helicobacter pylori infection,5/312,63/5923,0.236599876535928,0.999959603359853,0.964873301487577,ATP6V1F/ATP6V0D1/ATP6V1D/ATP6V0B/MET,5
hsa00010,hsa00010,Glycolysis / Gluconeogenesis,4/312,48/5923,0.245211225458538,0.999959603359853,0.964873301487577,GAPDH/TPI1/PDHB/LDHA,4
hsa01230,hsa01230,Biosynthesis of amino acids,5/312,64/5923,0.246552761756051,0.999959603359853,0.964873301487577,GAPDH/TPI1/MAT2A/SHMT2/TKT,5
hsa05100,hsa05100,Bacterial invasion of epithelial cells,5/312,64/5923,0.246552761756051,0.999959603359853,0.964873301487577,ACTG1/RHOA/ARPC5/ACTB/MET,5
hsa04979,hsa04979,Cholesterol metabolism,3/312,33/5923,0.250700811281017,0.999959603359853,0.964873301487577,NPC2/TSPO/LRPAP1,3
hsa00350,hsa00350,Tyrosine metabolism,2/312,19/5923,0.264438730324846,0.999959603359853,0.964873301487577,MIF/COMT,2
hsa04120,hsa04120,Ubiquitin mediated proteolysis,9/312,137/5923,0.295289923391755,0.999959603359853,0.964873301487577,RPS27A/UBA52/ANAPC11/ANAPC13/UBE2N/ELOB/RNF7/UBB/SKP1,9
hsa04216,hsa04216,Ferroptosis,3/312,37/5923,0.30898851480326,0.999959603359853,0.964873301487577,FTH1/FTL/GPX4,3
hsa03430,hsa03430,Mismatch repair,2/312,22/5923,0.324040500586779,0.999959603359853,0.964873301487577,POLD2/PCNA,2
hsa04962,hsa04962,Vasopressin-regulated water reabsorption,3/312,39/5923,0.338374525719528,0.999959603359853,0.964873301487577,DYNLL1/DCTN2/DYNC1H1,3
hsa00270,hsa00270,Cysteine and methionine metabolism,3/312,40/5923,0.353049401255153,0.999959603359853,0.964873301487577,MAT2A/APIP/LDHA,3
hsa04213,hsa04213,Longevity regulating pathway - multiple species,4/312,57/5923,0.353238891561843,0.999959603359853,0.964873301487577,HSPA6/HSPA1B/HSPA1A/SOD1,4
hsa00563,hsa00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,2/312,24/5923,0.363123803285199,0.999959603359853,0.964873301487577,GPAA1/PIGP,2
hsa04971,hsa04971,Gastric acid secretion,4/312,58/5923,0.365421696651884,0.999959603359853,0.964873301487577,ACTG1/CALM3/ACTB/CALM2,4
hsa05133,hsa05133,Pertussis,4/312,58/5923,0.365421696651884,0.999959603359853,0.964873301487577,RHOA/CALM3/CFL1/CALM2,4
hsa00030,hsa00030,Pentose phosphate pathway,2/312,25/5923,0.382351529701064,0.999959603359853,0.964873301487577,PGLS/TKT,2
hsa05020,hsa05020,Prion diseases,2/312,25/5923,0.382351529701064,0.999959603359853,0.964873301487577,HSPA1A/SOD1,2
hsa05167,hsa05167,Kaposi sarcoma-associated herpesvirus infection,9/312,150/5923,0.392993820089841,0.999959603359853,0.964873301487577,RPS27A/UBA52/HLA-C/GNG5/HLA-A/HLA-B/CALM3/UBB/CALM2,9
hsa04270,hsa04270,Vascular smooth muscle contraction,6/312,96/5923,0.394255903380263,0.999959603359853,0.964873301487577,RHOA/MYL6/CALM3/NPPA/RAMP1/CALM2,6
hsa01523,hsa01523,Antifolate resistance,2/312,26/5923,0.401327689559607,0.999959603359853,0.964873301487577,FOLR1/SHMT2,2
hsa00983,hsa00983,Drug metabolism - other enzymes,3/312,44/5923,0.41117713895378,0.999959603359853,0.964873301487577,GSTP1/MGST2/GSTO1,3
hsa03420,hsa03420,Nucleotide excision repair,3/312,44/5923,0.41117713895378,0.999959603359853,0.964873301487577,POLD2/CETN2/PCNA,3
hsa04721,hsa04721,Synaptic vesicle cycle,4/312,62/5923,0.413940143285317,0.999959603359853,0.964873301487577,ATP6V1F/ATP6V0D1/ATP6V1D/ATP6V0B,4
hsa00630,hsa00630,Glyoxylate and dicarboxylate metabolism,2/312,27/5923,0.420025433723565,0.999959603359853,0.964873301487577,HYI/SHMT2,2
hsa04611,hsa04611,Platelet activation,6/312,99/5923,0.42292639088002,0.999959603359853,0.964873301487577,ACTG1/RHOA/MYL12B/VAMP8/MYL12A/ACTB,6
hsa04530,hsa04530,Tight junction,8/312,137/5923,0.434662161028639,0.999959603359853,0.964873301487577,ACTG1/RHOA/MYL12B/MYL6/MYL12A/ACTB/PCNA/TUBA1B,8
hsa04921,hsa04921,Oxytocin signaling pathway,7/312,119/5923,0.438225950896233,0.999959603359853,0.964873301487577,ACTG1/RHOA/MYL6/CALM3/NPPA/ACTB/CALM2,7
hsa05150,hsa05150,Staphylococcus aureus infection,3/312,46/5923,0.439662832012547,0.999959603359853,0.964873301487577,KRT18/KRT19/KRT12,3
hsa04142,hsa04142,Lysosome,7/312,120/5923,0.446946014871371,0.999959603359853,0.964873301487577,CD63/NPC2/HEXB/ATP6V0D1/CTSL/NEU1/ATP6V0B,7
hsa00360,hsa00360,Phenylalanine metabolism,1/312,11/5923,0.448863237737777,0.999959603359853,0.964873301487577,MIF,1
hsa01524,hsa01524,Platinum drug resistance,4/312,65/5923,0.449813155811276,0.999959603359853,0.964873301487577,GSTP1/BAD/MGST2/GSTO1,4
hsa00510,hsa00510,N-Glycan biosynthesis,3/312,48/5923,0.467609869960992,0.999959603359853,0.964873301487577,TUSC3/RPN2/RPN1,3
hsa05014,hsa05014,Amyotrophic lateral sclerosis (ALS),3/312,48/5923,0.467609869960992,0.999959603359853,0.964873301487577,BAD/GRIA2/SOD1,3
hsa05144,hsa05144,Malaria,2/312,30/5923,0.47423055361689,0.999959603359853,0.964873301487577,HGF/MET,2
hsa00040,hsa00040,Pentose and glucuronate interconversions,1/312,12/5923,0.477948939670425,0.999959603359853,0.964873301487577,DCXR,1
hsa00120,hsa00120,Primary bile acid biosynthesis,1/312,12/5923,0.477948939670425,0.999959603359853,0.964873301487577,SCP2,1
hsa00730,hsa00730,Thiamine metabolism,1/312,12/5923,0.477948939670425,0.999959603359853,0.964873301487577,AK2,1
hsa05211,hsa05211,Renal cell carcinoma,4/312,68/5923,0.484968268458159,0.999959603359853,0.964873301487577,BAD/HGF/ELOB/MET,4
hsa05162,hsa05162,Measles,6/312,106/5923,0.488881828135884,0.999959603359853,0.964873301487577,RACK1/HSPA6/HSPA1B/BAD/HSPA1A/CD46,6
hsa00640,hsa00640,Propanoate metabolism,2/312,31/5923,0.491612019859509,0.999959603359853,0.964873301487577,SUCLG1/LDHA,2
hsa04810,hsa04810,Regulation of actin cytoskeleton,10/312,182/5923,0.492620955711875,0.999959603359853,0.964873301487577,ACTG1/BRK1/RHOA/MYL12B/PFN1/ARPC5/MYL12A/ACTB/CFL1/TMSB4X,10
hsa04520,hsa04520,Adherens junction,4/312,69/5923,0.496490047737281,0.999959603359853,0.964873301487577,ACTG1/RHOA/ACTB/MET,4
hsa00603,hsa00603,Glycosphingolipid biosynthesis - globo and isoglobo series,1/312,13/5923,0.505504333144089,0.999959603359853,0.964873301487577,HEXB,1
hsa00910,hsa00910,Nitrogen metabolism,1/312,13/5923,0.505504333144089,0.999959603359853,0.964873301487577,CA9,1
hsa05152,hsa05152,Tuberculosis,7/312,127/5923,0.507123559318467,0.999959603359853,0.964873301487577,RHOA/BAD/ATP6V0D1/RAB7A/CALM3/ATP6V0B/CALM2,7
hsa04924,hsa04924,Renin secretion,3/312,51/5923,0.508317965251044,0.999959603359853,0.964873301487577,CALM3/NPPA/CALM2,3
hsa04114,hsa04114,Oocyte meiosis,6/312,109/5923,0.516442253071712,0.999959603359853,0.964873301487577,ANAPC11/ANAPC13/CALM3/ESPL1/SKP1/CALM2,6
hsa05163,hsa05163,Human cytomegalovirus infection,10/312,186/5923,0.520838559274022,0.999959603359853,0.964873301487577,B2M/HLA-C/CALR/GNG5/RHOA/HLA-A/HLA-B/CALM3/PDIA3/CALM2,10
hsa05031,hsa05031,Amphetamine addiction,3/312,52/5923,0.521525243729821,0.999959603359853,0.964873301487577,GRIA2/CALM3/CALM2,3
hsa05130,hsa05130,Pathogenic Escherichia coli infection,9/312,167/5923,0.52167981954697,0.999959603359853,0.964873301487577,GAPDH/ACTG1/RPS3/BRK1/RHOA/ARPC5/ACTB/TUBB/TUBA1B,9
hsa00260,hsa00260,Glycine, serine and threonine metabolism,2/312,33/5923,0.525268337510561,0.999959603359853,0.964873301487577,SHMT2/GAMT,2
hsa00620,hsa00620,Pyruvate metabolism,2/312,33/5923,0.525268337510561,0.999959603359853,0.964873301487577,PDHB/LDHA,2
hsa03410,hsa03410,Base excision repair,2/312,33/5923,0.525268337510561,0.999959603359853,0.964873301487577,POLD2/PCNA,2
hsa04670,hsa04670,Leukocyte transendothelial migration,5/312,91/5923,0.527554578480123,0.999959603359853,0.964873301487577,ACTG1/RHOA/MYL12B/MYL12A/ACTB,5
hsa00604,hsa00604,Glycosphingolipid biosynthesis - ganglio series,1/312,14/5923,0.531609688145619,0.999959603359853,0.964873301487577,HEXB,1
hsa04970,hsa04970,Salivary secretion,3/312,53/5923,0.534537888631016,0.999959603359853,0.964873301487577,CALM3/CST3/CALM2,3
hsa05169,hsa05169,Epstein-Barr virus infection,9/312,169/5923,0.536344551937111,0.999959603359853,0.964873301487577,B2M/HLA-C/CALR/HLA-A/HLA-B/PDIA3/PSMC3/PSMC5/PSMD13,9
hsa05225,hsa05225,Hepatocellular carcinoma,8/312,150/5923,0.538230614210232,0.999959603359853,0.964873301487577,ACTG1/GSTP1/BAD/MGST2/ACTB/HGF/MET/GSTO1,8
hsa01521,hsa01521,EGFR tyrosine kinase inhibitor resistance,4/312,73/5923,0.541414983038018,0.999959603359853,0.964873301487577,RPS6/BAD/HGF/MET,4
hsa04713,hsa04713,Circadian entrainment,4/312,73/5923,0.541414983038018,0.999959603359853,0.964873301487577,GNG5/GRIA2/CALM3/CALM2,4
hsa04722,hsa04722,Neurotrophin signaling pathway,6/312,112/5923,0.543421639864665,0.999959603359853,0.964873301487577,RHOA/BAD/BEX3/CALM3/MAGED1/CALM2,6
hsa03030,hsa03030,DNA replication,2/312,35/5923,0.557393832957808,0.999959603359853,0.964873301487577,POLD2/PCNA,2
hsa04720,hsa04720,Long-term potentiation,3/312,56/5923,0.572342625823015,0.999959603359853,0.964873301487577,GRIA2/CALM3/CALM2,3
hsa00531,hsa00531,Glycosaminoglycan degradation,1/312,16/5923,0.579770593673066,0.999959603359853,0.964873301487577,HEXB,1
hsa04350,hsa04350,TGF-beta signaling pathway,4/312,78/5923,0.594554646151099,0.999959603359853,0.964873301487577,RHOA/ID4/BMP8B/SKP1,4
hsa04614,hsa04614,Renin-angiotensin system,1/312,17/5923,0.601966560284544,0.999959603359853,0.964873301487577,ATP6AP2,1
hsa05218,hsa05218,Melanoma,3/312,60/5923,0.619687972637252,0.999959603359853,0.964873301487577,BAD/HGF/MET,3
hsa04210,hsa04210,Apoptosis,6/312,122/5923,0.628073046771443,0.999959603359853,0.964873301487577,ACTG1/BAD/CTSL/ACTB/TUBA1B/DDIT3,6
hsa04623,hsa04623,Cytosolic DNA-sensing pathway,2/312,40/5923,0.63080069577322,0.999959603359853,0.964873301487577,POLR2L/POLR1D,2
hsa05230,hsa05230,Central carbon metabolism in cancer,3/312,61/5923,0.630954717545295,0.999959603359853,0.964873301487577,PDHB/LDHA/MET,3
hsa04150,hsa04150,mTOR signaling pathway,7/312,144/5923,0.641796214790613,0.999959603359853,0.964873301487577,RPS6/ATP6V1F/RHOA/SEC13/LAMTOR4/ATP6V1D/RRAGC,7
hsa00100,hsa00100,Steroid biosynthesis,1/312,19/5923,0.642913446637173,0.999959603359853,0.964873301487577,FDFT1,1
hsa00790,hsa00790,Folate biosynthesis,1/312,19/5923,0.642913446637173,0.999959603359853,0.964873301487577,PCBD1,1
hsa00330,hsa00330,Arginine and proline metabolism,2/312,42/5923,0.657395312092251,0.999959603359853,0.964873301487577,CKB/GAMT,2
hsa04976,hsa04976,Bile secretion,2/312,42/5923,0.657395312092251,0.999959603359853,0.964873301487577,EPHX1/NR0B2,2
hsa00670,hsa00670,One carbon pool by folate,1/312,20/5923,0.661783874253907,0.999959603359853,0.964873301487577,SHMT2,1
hsa05143,hsa05143,African trypanosomiasis,1/312,20/5923,0.661783874253907,0.999959603359853,0.964873301487577,NPPA,1
hsa04144,hsa04144,Endocytosis,11/312,229/5923,0.669351533366448,0.999959603359853,0.964873301487577,HLA-C/HSPA6/RHOA/HLA-A/HSPA1B/RAB7A/HLA-B/HSPA1A/FOLR1/ARPC5/ARF5,11
hsa04922,hsa04922,Glucagon signaling pathway,4/312,86/5923,0.671530853866148,0.999959603359853,0.964873301487577,PDHB/CALM3/LDHA/CALM2,4
hsa04022,hsa04022,cGMP-PKG signaling pathway,6/312,128/5923,0.674269954364066,0.999959603359853,0.964873301487577,RHOA/BAD/GTF2I/CALM3/NPPA/CALM2,6
hsa03013,hsa03013,RNA transport,7/312,149/5923,0.677124608010349,0.999959603359853,0.964873301487577,EEF1A1/EIF3E/POP7/SEC13/SUMO2/MAGOH/EIF1,7
hsa04140,hsa04140,Autophagy - animal,6/312,129/5923,0.681603314631572,0.999959603359853,0.964873301487577,BAD/RAB7A/VAMP8/CTSL/BNIP3/RRAGC,6
hsa04740,hsa04740,Olfactory transduction,2/312,44/5923,0.682439011781065,0.999959603359853,0.964873301487577,CALM3/CALM2,2
hsa04015,hsa04015,Rap1 signaling pathway,8/312,171/5923,0.68678599866079,0.999959603359853,0.964873301487577,ACTG1/RHOA/PFN1/CALM3/ACTB/HGF/CALM2/MET,8
hsa05215,hsa05215,Prostate cancer,4/312,88/5923,0.689123929402035,0.999959603359853,0.964873301487577,GSTP1/HSP90AB1/BAD/HSP90B1,4
hsa05033,hsa05033,Nicotine addiction,1/312,22/5923,0.696594379177782,0.999959603359853,0.964873301487577,GRIA2,1
hsa04728,hsa04728,Dopaminergic synapse,5/312,111/5923,0.703418773550753,0.999959603359853,0.964873301487577,GNG5/GRIA2/COMT/CALM3/CALM2,5
hsa00140,hsa00140,Steroid hormone biosynthesis,1/312,23/5923,0.712636160858265,0.999959603359853,0.964873301487577,COMT,1
hsa04024,hsa04024,cAMP signaling pathway,7/312,155/5923,0.716543199033287,0.999959603359853,0.964873301487577,RHOA/BAD/GRIA2/CALM3/NPPA/GHRL/CALM2,7
hsa04510,hsa04510,Focal adhesion,8/312,176/5923,0.717388269042557,0.999959603359853,0.964873301487577,ACTG1/RHOA/BAD/MYL12B/MYL12A/ACTB/HGF/MET,8
hsa05205,hsa05205,Proteoglycans in cancer,8/312,178/5923,0.729061981233234,0.999959603359853,0.964873301487577,RPS6/ACTG1/CD63/RHOA/CTSL/ACTB/HGF/MET,8
hsa05145,hsa05145,Toxoplasmosis,4/312,94/5923,0.737859760354419,0.999959603359853,0.964873301487577,HSPA6/HSPA1B/BAD/HSPA1A,4
hsa00051,hsa00051,Fructose and mannose metabolism,1/312,26/5923,0.755863372308363,0.999959603359853,0.964873301487577,TPI1,1
hsa01040,hsa01040,Biosynthesis of unsaturated fatty acids,1/312,26/5923,0.755863372308363,0.999959603359853,0.964873301487577,SCP2,1
hsa04146,hsa04146,Peroxisome,3/312,74/5923,0.75626722680451,0.999959603359853,0.964873301487577,PRDX5/SCP2/SOD1,3
hsa04330,hsa04330,Notch signaling pathway,2/312,51/5923,0.758489382113563,0.999959603359853,0.964873301487577,NCSTN/PSENEN,2
hsa04217,hsa04217,Necroptosis,5/312,120/5923,0.765939044035227,0.999959603359853,0.964873301487577,FTH1/PPIA/FTL/HSP90AB1/HIST3H2A,5
hsa05202,hsa05202,Transcriptional misregulation in cancer,6/312,142/5923,0.767028361793402,0.999959603359853,0.964873301487577,H3F3A/FUS/MLF1/MET/DDIT3/NUPR1,6
hsa04514,hsa04514,Cell adhesion molecules (CAMs),4/312,99/5923,0.773897533440791,0.999959603359853,0.964873301487577,HLA-C/HLA-A/HLA-B/CNTNAP2,4
