,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-HSA-927802,R-HSA-927802,Nonsense-Mediated Decay (NMD),66/379,111/8183,1.29630053230139e-60,1.00247241164641e-58,7.14102398495854e-59,RPLP1/RPL41/RPS15/RPS18/RPS3A/RPS4X/RPLP0/RPS8/RPS27A/RPL10/RPS14/RPL8/RPL19/RPS12/RPL28/RPL18/RPS13/RPL15/RPS23/RPS19/RPL7A/RPL29/RPS15A/RPS5/RPL32/RPS28/RPL18A/RPSA/RPS6/RPL6/RPS9/RPL14/RPS7/UBA52/RPL39/RPL12/RPL30/RPS24/RPL24/RPS26/RPL5/RPS3/RPL9/RPL35A/RPS16/RPL10A/RPL36/RPLP2/RPL3/RPL22/RPL13/RPL35/RPL26/RPL11/RPS21/RPL37A/RPL23A/MAGOH/RPL27/RPL7/RPL37/RPS11/RPL21/RPS27/RPL31/RPS25,66
R-HSA-975957,R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),66/379,111/8183,1.29630053230139e-60,1.00247241164641e-58,7.14102398495854e-59,RPLP1/RPL41/RPS15/RPS18/RPS3A/RPS4X/RPLP0/RPS8/RPS27A/RPL10/RPS14/RPL8/RPL19/RPS12/RPL28/RPL18/RPS13/RPL15/RPS23/RPS19/RPL7A/RPL29/RPS15A/RPS5/RPL32/RPS28/RPL18A/RPSA/RPS6/RPL6/RPS9/RPL14/RPS7/UBA52/RPL39/RPL12/RPL30/RPS24/RPL24/RPS26/RPL5/RPS3/RPL9/RPL35A/RPS16/RPL10A/RPL36/RPLP2/RPL3/RPL22/RPL13/RPL35/RPL26/RPL11/RPS21/RPL37A/RPL23A/MAGOH/RPL27/RPL7/RPL37/RPS11/RPL21/RPS27/RPL31/RPS25,66
R-HSA-2408522,R-HSA-2408522,Selenoamino acid metabolism,66/379,113/8183,7.01994394774436e-60,5.0111599873129e-58,3.56965570784086e-58,RPLP1/RPL41/RPS15/RPS18/RPS3A/RPS4X/RPLP0/RPS8/RPS27A/RPL10/RPS14/RPL8/RPL19/RPS12/RPL28/RPL18/RPS13/RPL15/RPS23/RPS19/RPL7A/RPL29/RPS15A/RPS5/RPL32/RPS28/RPL18A/RPSA/RPS6/RPL6/RPS9/RPL14/RPS7/UBA52/RPL39/RPL12/RPL30/RPS24/RPL24/RPS26/RPL5/RPS3/RPL9/RPL35A/RPS16/RPL10A/RPL36/RPLP2/RPL3/RPL22/RPL13/RPL35/RPL26/RPL11/RPS21/RPL37A/RPL23A/AIMP1/RPL27/RPL7/RPL37/RPS11/RPL21/RPS27/RPL31/RPS25,66
R-HSA-72613,R-HSA-72613,Eukaryotic Translation Initiation,66/379,115/8183,3.61974875566237e-59,2.23941789683645e-57,1.59522962705682e-57,RPLP1/RPL41/RPS15/RPS18/RPS3A/RPS4X/RPLP0/RPS8/RPS27A/RPL10/RPS14/RPL8/RPL19/RPS12/RPL28/RPL18/RPS13/RPL15/RPS23/RPS19/RPL7A/RPL29/RPS15A/RPS5/RPL32/RPS28/RPL18A/RPSA/RPS6/RPL6/RPS9/RPL14/RPS7/UBA52/RPL39/RPL12/RPL30/RPS24/RPL24/RPS26/RPL5/RPS3/RPL9/RPL35A/RPS16/RPL10A/RPL36/RPLP2/RPL3/RPL22/RPL13/RPL35/RPL26/EIF3E/RPL11/RPS21/RPL37A/RPL23A/RPL27/RPL7/RPL37/RPS11/RPL21/RPS27/RPL31/RPS25,66
R-HSA-72737,R-HSA-72737,Cap-dependent Translation Initiation,66/379,115/8183,3.61974875566237e-59,2.23941789683645e-57,1.59522962705682e-57,RPLP1/RPL41/RPS15/RPS18/RPS3A/RPS4X/RPLP0/RPS8/RPS27A/RPL10/RPS14/RPL8/RPL19/RPS12/RPL28/RPL18/RPS13/RPL15/RPS23/RPS19/RPL7A/RPL29/RPS15A/RPS5/RPL32/RPS28/RPL18A/RPSA/RPS6/RPL6/RPS9/RPL14/RPS7/UBA52/RPL39/RPL12/RPL30/RPS24/RPL24/RPS26/RPL5/RPS3/RPL9/RPL35A/RPS16/RPL10A/RPL36/RPLP2/RPL3/RPL22/RPL13/RPL35/RPL26/EIF3E/RPL11/RPS21/RPL37A/RPL23A/RPL27/RPL7/RPL37/RPS11/RPL21/RPS27/RPL31/RPS25,66
R-HSA-168255,R-HSA-168255,Influenza Life Cycle,71/379,139/8183,7.65147087807889e-59,4.43785310928576e-57,3.16126559962733e-57,RPLP1/RPL41/RPS15/RPS18/RPS3A/RPS4X/RPLP0/RPS8/RPS27A/RPL10/RPS14/RPL8/RPL19/RPS12/RPL28/RPL18/RPS13/RPL15/RPS23/RPS19/RPL7A/RPL29/RPS15A/RPS5/RPL32/RPS28/RPL18A/RPSA/RPS6/RPL6/RPS9/RPL14/RPS7/UBA52/RPL39/RPL12/RPL30/RPS24/RPL24/RPS26/RPL5/RPS3/RPL9/RPL35A/RPS16/RPL10A/RPL36/RPLP2/RPL3/RPL22/RPL13/POLR2G/RPL35/RPL26/CALR/POLR2L/RPL11/RPS21/HSPA1B/RPL37A/RPL23A/SEC13/HSPA1A/RPL27/RPL7/RPL37/RPS11/RPL21/RPS27/RPL31/RPS25,71
R-HSA-9010553,R-HSA-9010553,Regulation of expression of SLITs and ROBOs,75/379,162/8183,4.03058202894855e-58,2.20022360168486e-56,1.56730991590074e-56,RPLP1/RPL41/RPS15/RPS18/RPS3A/RPS4X/RPLP0/RPS8/RPS27A/RPL10/RPS14/RPL8/RPL19/RPS12/RPL28/RPL18/RPS13/RPL15/RPS23/RPS19/RPL7A/RPL29/RPS15A/RPS5/RPL32/RPS28/RPL18A/RPSA/RPS6/RPL6/RPS9/RPL14/RPS7/UBA52/RPL39/RPL12/RPL30/RPS24/RPL24/RPS26/RPL5/RPS3/RPL9/RPL35A/RPS16/RPL10A/RPL36/RPLP2/RPL3/RPL22/RPL13/RPL35/RPL26/PSMA7/RPL11/RPS21/RPL37A/PSMA4/RPL23A/PSMB8/MAGOH/PSMB7/RPL27/RPL7/ELOB/PSMC3/RPL37/UBB/PSMC5/PSMD13/RPS11/RPL21/RPS27/RPL31/RPS25,75
R-HSA-168273,R-HSA-168273,Influenza Viral RNA Transcription and Replication,68/379,129/8183,1.52458110801726e-57,7.86006260133344e-56,5.59904640839088e-56,RPLP1/RPL41/RPS15/RPS18/RPS3A/RPS4X/RPLP0/RPS8/RPS27A/RPL10/RPS14/RPL8/RPL19/RPS12/RPL28/RPL18/RPS13/RPL15/RPS23/RPS19/RPL7A/RPL29/RPS15A/RPS5/RPL32/RPS28/RPL18A/RPSA/RPS6/RPL6/RPS9/RPL14/RPS7/UBA52/RPL39/RPL12/RPL30/RPS24/RPL24/RPS26/RPL5/RPS3/RPL9/RPL35A/RPS16/RPL10A/RPL36/RPLP2/RPL3/RPL22/RPL13/POLR2G/RPL35/RPL26/POLR2L/RPL11/RPS21/RPL37A/RPL23A/SEC13/RPL27/RPL7/RPL37/RPS11/RPL21/RPS27/RPL31/RPS25,68
R-HSA-168254,R-HSA-168254,Influenza Infection,71/379,149/8183,4.51732983398484e-56,2.20635899259891e-54,1.57168040761356e-54,RPLP1/RPL41/RPS15/RPS18/RPS3A/RPS4X/RPLP0/RPS8/RPS27A/RPL10/RPS14/RPL8/RPL19/RPS12/RPL28/RPL18/RPS13/RPL15/RPS23/RPS19/RPL7A/RPL29/RPS15A/RPS5/RPL32/RPS28/RPL18A/RPSA/RPS6/RPL6/RPS9/RPL14/RPS7/UBA52/RPL39/RPL12/RPL30/RPS24/RPL24/RPS26/RPL5/RPS3/RPL9/RPL35A/RPS16/RPL10A/RPL36/RPLP2/RPL3/RPL22/RPL13/POLR2G/RPL35/RPL26/CALR/POLR2L/RPL11/RPS21/HSPA1B/RPL37A/RPL23A/SEC13/HSPA1A/RPL27/RPL7/RPL37/RPS11/RPL21/RPS27/RPL31/RPS25,71
R-HSA-72766,R-HSA-72766,Translation,93/379,287/8183,9.08533551325038e-56,4.21559567814818e-54,3.00294247490592e-54,RPLP1/RPL41/RPS15/EEF1A1/RPS18/RPS3A/RPS4X/RPLP0/RPS8/RPS27A/RPL10/RPS14/RPL8/RPL19/RPS12/RPL28/RPL18/RPS13/RPL15/RPS23/RPS19/RPL7A/SEC11C/RPL29/RPS15A/RPS5/RPL32/RPS28/RPL18A/RPSA/SSR4/RPS6/RPL6/RPS9/RPL14/RPS7/UBA52/RPL39/RPL12/RPL30/RPS24/RPL24/RPS26/RPL5/RPS3/RPL9/RPL35A/RPS16/RPL10A/RPL36/RPLP2/RPL3/EEF1B2/RPL22/RPL13/RPL35/SPCS1/RPL26/TRMT112/EIF3E/RPL11/SEC61B/MRPL13/RPS21/RPL37A/RPN2/RPN1/MRPL24/MRPL52/RPL23A/SEC11A/MRPL22/MRPL55/MRPL17/MRPL2/AIMP1/MRPL3/MRPL40/MRPS18A/MRPL54/MRPS35/MRPL11/RPL27/RPL7/RPL37/SRP14/SSR2/PPA1/RPS11/RPL21/RPS27/RPL31/RPS25,93
R-HSA-376176,R-HSA-376176,Signaling by ROBO receptors,77/379,205/8183,2.51069790720265e-51,1.10948936089717e-49,7.90334980312414e-50,RPLP1/RPL41/RPS15/RPS18/RPS3A/RPS4X/RPLP0/RPS8/RPS27A/RPL10/RPS14/RPL8/RPL19/RPS12/RPL28/RPL18/RPS13/RPL15/RPS23/RPS19/RPL7A/RPL29/RPS15A/RPS5/RPL32/RPS28/RPL18A/RPSA/RPS6/RPL6/RPS9/RPL14/RPS7/UBA52/RPL39/RPL12/RPL30/RPS24/RPL24/RPS26/RPL5/RPS3/RPL9/RPL35A/RPS16/RPL10A/RPL36/RPLP2/RPL3/RPL22/RPL13/RPL35/RPL26/PSMA7/RHOA/RPL11/RPS21/RPL37A/PSMA4/RPL23A/PFN1/PSMB8/MAGOH/PSMB7/RPL27/RPL7/ELOB/PSMC3/RPL37/UBB/PSMC5/PSMD13/RPS11/RPL21/RPS27/RPL31/RPS25,77
R-HSA-5663205,R-HSA-5663205,Infectious disease,92/379,362/8183,5.92940388890963e-45,2.50113036768552e-43,1.78165820202643e-43,RPLP1/RPL41/RPS15/RPS18/RPS3A/RPS4X/RPLP0/RPS8/RPS27A/RPL10/RPS14/RPL8/RPL19/RPS12/RPL28/RPL18/RPS13/RPL15/RPS23/RPS19/RPL7A/RPL29/RPS15A/RPS5/RPL32/RPS28/RPL18A/RPSA/RPS6/RPL6/RPS9/RPL14/RPS7/PPIA/UBA52/RPL39/RPL12/RPL30/RPS24/RPL24/RPS26/RPL5/RPS3/RPL9/RPL35A/RPS16/B2M/RPL10A/RPL36/RPLP2/RPL3/HSP90AB1/RPL22/RPL13/CD9/POLR2G/RPL35/RPL26/PSMA7/CALR/POLR2L/RPL11/NELFE/BANF1/RPS21/HSPA1B/RPL37A/PSMA4/RPL23A/SEC13/HSPA1A/PSMB8/NPM1/CALM3/PSMB7/RPL27/RPL7/SUPT4H1/ELOB/PSMC3/RPL37/UBB/PSMC5/PSMD13/RPS11/RPL21/SKP1/RPS27/CALM2/MET/RPL31/RPS25,92
R-HSA-6791226,R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,66/379,179/8183,3.08631016751199e-43,1.24525905889179e-41,8.87049329609852e-42,RPLP1/RPL41/RPS15/RPS18/RPS3A/RPS4X/RPLP0/RPS8/RPS27A/RPL10/RPS14/RPL8/RPL19/RPS12/RPL28/RPL18/RPS13/RPL15/RPS23/RPS19/RPL7A/RPL29/RPS15A/RPS5/RPL32/RPS28/RPL18A/RPSA/RPS6/RPL6/RPS9/RPL14/RPS7/UBA52/RPL39/RPL12/RPL30/RPS24/RPL24/RPS26/RPL5/RPS3/RPL9/RPL35A/RPS16/RPL10A/RPL36/RPLP2/RPL3/RPL22/RPL13/RPL35/RPL26/RPL11/RPS21/RPL37A/SNU13/RPL23A/RPL27/RPL7/RPL37/RPS11/RPL21/RPS27/RPL31/RPS25,66
R-HSA-8868773,R-HSA-8868773,rRNA processing in the nucleus and cytosol,67/379,189/8183,1.30466159822026e-42,5.04469151311834e-41,3.59354159509791e-41,RPLP1/RPL41/RPS15/RPS18/RPS3A/RPS4X/RPLP0/RPS8/RPS27A/RPL10/RPS14/RPL8/RPL19/RPS12/RPL28/RPL18/RPS13/RPL15/RPS23/RPS19/RPL7A/RPL29/RPS15A/RPS5/RPL32/RPS28/RPL18A/RPSA/RPS6/RPL6/RPS9/RPL14/RPS7/UBA52/RPL39/RPL12/RPL30/RPS24/RPL24/RPS26/RPL5/RPS3/RPL9/RPL35A/RPS16/RPL10A/RPL36/RPLP2/RPL3/RPL22/RPL13/RPL35/RPL26/TRMT112/RPL11/RPS21/RPL37A/SNU13/RPL23A/RPL27/RPL7/RPL37/RPS11/RPL21/RPS27/RPL31/RPS25,67
R-HSA-72312,R-HSA-72312,rRNA processing,68/379,198/8183,3.24922644770193e-42,1.20611285738696e-40,8.59163877539711e-41,RPLP1/RPL41/RPS15/RPS18/RPS3A/RPS4X/RPLP0/RPS8/RPS27A/RPL10/RPS14/RPL8/RPL19/RPS12/RPL28/RPL18/RPS13/RPL15/RPS23/RPS19/RPL7A/RPL29/RPS15A/RPS5/RPL32/RPS28/RPL18A/RPSA/RPS6/RPL6/RPS9/RPL14/RPS7/UBA52/RPL39/RPL12/RPL30/RPS24/RPL24/RPS26/RPL5/RPS3/RPL9/RPL35A/RPS16/RPL10A/RPL36/RPLP2/RPL3/RPL22/RPL13/RPL35/RPL26/TRMT112/RPL11/RPS21/RPL37A/SNU13/RPL23A/HSD17B10/RPL27/RPL7/RPL37/RPS11/RPL21/RPS27/RPL31/RPS25,68
R-HSA-71291,R-HSA-71291,Metabolism of amino acids and derivatives,81/379,320/8183,3.35435019037556e-39,1.19724499102635e-37,8.52846930994273e-38,RPLP1/RPL41/RPS15/RPS18/RPS3A/RPS4X/RPLP0/RPS8/RPS27A/RPL10/RPS14/RPL8/RPL19/RPS12/RPL28/RPL18/RPS13/RPL15/RPS23/RPS19/RPL7A/RPL29/RPS15A/RPS5/RPL32/RPS28/RPL18A/RPSA/RPS6/RPL6/RPS9/RPL14/RPS7/UBA52/RPL39/RPL12/RPL30/RPS24/RPL24/RPS26/RPL5/RPS3/RPL9/RPL35A/RPS16/RPL10A/RPL36/RPLP2/RPL3/RPL22/RPL13/RPL35/RPL26/PSMA7/CKB/PCBD1/TSTD1/RPL11/RPS21/RPL37A/PSMA4/PDHB/RPL23A/PSMB8/AIMP1/HSD17B10/PSMB7/RPL27/RPL7/APIP/PSMC3/RPL37/PSMC5/OAZ1/PSMD13/RPS11/RPL21/RPS27/RPL31/GAMT/RPS25,81
R-HSA-422475,R-HSA-422475,Axon guidance,91/379,498/8183,4.95613045476981e-32,1.70344039334311e-30,1.21343077021265e-30,RPLP1/RPL41/RPS15/RPS18/RPS3A/RPS4X/RPLP0/RPS8/RPS27A/RPL10/RPS14/RPL8/RPL19/RPS12/RPL28/RPL18/RPS13/RPL15/RPS23/RPS19/RPL7A/RPL29/RPS15A/RPS5/RPL32/RPS28/RPL18A/RPSA/RPS6/RPL6/RPS9/RPL14/RPS7/UBA52/RPL39/RPL12/RPL30/RPS24/RPL24/RPS26/RPL5/ACTG1/RPS3/RPL9/RPL35A/RPS16/RPL10A/RPL36/RPLP2/RPL3/HSP90AB1/RPL22/RPL13/RPL35/RPL26/PSMA7/RHOA/RPL11/RPS21/RPL37A/MYL12B/NCSTN/PSMA4/RPL23A/MYL6/PFN1/PSMB8/CD24/MAGOH/PSMB7/ARPC5/MYL12A/RPL27/PSENEN/RPL7/ACTB/CFL1/ELOB/PSMC3/RPL37/UBB/PSMC5/PSMD13/RPS11/RPL21/RPS27/SEMA3E/MET/RPL31/RPS25/TUBA1B,91
R-HSA-72695,R-HSA-72695,Formation of the ternary complex, and subsequently, the 43S complex,27/379,50/8183,1.54897937317725e-23,5.13376020824459e-22,3.6569888960726e-22,RPS15/RPS18/RPS3A/RPS4X/RPS8/RPS27A/RPS14/RPS12/RPS13/RPS23/RPS19/RPS15A/RPS5/RPS28/RPSA/RPS6/RPS9/RPS7/RPS24/RPS26/RPS3/RPS16/EIF3E/RPS21/RPS11/RPS27/RPS25,27
R-HSA-72649,R-HSA-72649,Translation initiation complex formation,27/379,57/8183,1.49318757521471e-21,4.61892689933084e-20,3.29025192012224e-20,RPS15/RPS18/RPS3A/RPS4X/RPS8/RPS27A/RPS14/RPS12/RPS13/RPS23/RPS19/RPS15A/RPS5/RPS28/RPSA/RPS6/RPS9/RPS7/RPS24/RPS26/RPS3/RPS16/EIF3E/RPS21/RPS11/RPS27/RPS25,27
R-HSA-72702,R-HSA-72702,Ribosomal scanning and start codon recognition,27/379,57/8183,1.49318757521471e-21,4.61892689933084e-20,3.29025192012224e-20,RPS15/RPS18/RPS3A/RPS4X/RPS8/RPS27A/RPS14/RPS12/RPS13/RPS23/RPS19/RPS15A/RPS5/RPS28/RPSA/RPS6/RPS9/RPS7/RPS24/RPS26/RPS3/RPS16/EIF3E/RPS21/RPS11/RPS27/RPS25,27
R-HSA-72662,R-HSA-72662,Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S,27/379,58/8183,2.67722994218687e-21,8.01441737532069e-20,5.70899967298253e-20,RPS15/RPS18/RPS3A/RPS4X/RPS8/RPS27A/RPS14/RPS12/RPS13/RPS23/RPS19/RPS15A/RPS5/RPS28/RPSA/RPS6/RPS9/RPS7/RPS24/RPS26/RPS3/RPS16/EIF3E/RPS21/RPS11/RPS27/RPS25,27
R-HSA-163200,R-HSA-163200,Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.,29/379,110/8183,7.02465433698156e-15,2.03714975772465e-13,1.45114569856066e-13,NDUFS5/COX6A1/COX8A/UQCR11/UQCRH/ATP5MC2/COX5B/NDUFAF3/SDHB/NDUFB2/ATP5MF/NDUFA6/NDUFB11/NDUFB4/COX14/NDUFA13/COX7C/COX6C/NDUFC2/NDUFB1/NDUFB9/COX5A/ATP5F1B/COX4I1/ATP5MG/COX6B1/NDUFA4/UQCRQ/ATP5MC3,29
R-HSA-1428517,R-HSA-1428517,The citric acid (TCA) cycle and respiratory electron transport,33/379,158/8183,1.35785008986356e-13,3.81843904058602e-12,2.72003143998188e-12,NDUFS5/COX6A1/COX8A/BSG/UQCR11/UQCRH/ATP5MC2/COX5B/NDUFAF3/SUCLG1/PDHB/SDHB/NDUFB2/ATP5MF/NDUFA6/NDUFB11/NDUFB4/COX14/NDUFA13/COX7C/COX6C/NDUFC2/NDUFB1/NDUFB9/COX5A/ATP5F1B/COX4I1/ATP5MG/COX6B1/NDUFA4/UQCRQ/LDHA/ATP5MC3,33
R-HSA-611105,R-HSA-611105,Respiratory electron transport,24/379,90/8183,1.22387102569086e-12,3.3404479760033e-11,2.37953871248874e-11,NDUFS5/COX6A1/COX8A/UQCR11/UQCRH/COX5B/NDUFAF3/SDHB/NDUFB2/NDUFA6/NDUFB11/NDUFB4/COX14/NDUFA13/COX7C/COX6C/NDUFC2/NDUFB1/NDUFB9/COX5A/COX4I1/COX6B1/NDUFA4/UQCRQ,24
