,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0000956,GO:0000956,nuclear-transcribed mRNA catabolic process,46/451,192/12743,9.38419333128407e-26,3.45253003742788e-23,2.99934983028601e-23,RPS21/RPL37A/RPL36A/RPS10/RPS27/RPL13/RPL37/RPL38/RPL15/RPL29/RPS28/RPL3/RPL14/RPL26/RPL24/RPS29/RPL36/RPL34/RPL32/RPL27/RPLP2/RPS19/RPL39/RPS18/RPSA/RPS17/RPL35/RPL27A/RPS16/RPL31/RPL41/RPL21/RPL17/RPL28/RPS26/RPS23/LSM3/RPS25/RPS15A/RPL4/RPS9/RPS20/RPS14/RPLP1/LSM5/BTG2,46
GO:0090150,GO:0090150,establishment of protein localization to membrane,51/451,266/12743,1.14743197134433e-23,3.86971432335875e-21,3.36177437218426e-21,RPS21/RPL37A/RPL36A/RPS10/RPS27/RPL13/RPL37/RPL38/RPL15/RPL29/RPS28/RPL3/RPL14/RPL26/CD24/RPL24/RPS29/RPL36/RPL34/RPL32/RPL27/RPLP2/RPS19/RPL39/RPS18/RPSA/RPS17/NDUFA13/NSG1/RPL35/RPL27A/RPS16/RPL31/RPL41/HSPA5/RPL21/RPL17/RPL28/MACF1/RPS26/RPS23/RPS25/RPS15A/SRP9/RPL4/RPS9/CIB1/RPS20/RPS14/HRAS/RPLP1,51
GO:0006605,GO:0006605,protein targeting,57/451,338/12743,1.91531177854084e-23,5.9625128982729e-21,5.17987153062866e-21,RPS21/RPL37A/RPL36A/RPS10/RPS27/RPL13/RPL37/RPL38/RPL15/RPL29/RPS28/RPL3/RPL14/RPL26/SEC61G/RPL24/RPS29/TOMM7/RPL36/RPL34/RPL32/RPL27/RPLP2/RPS19/RPL39/RPS18/OS9/RPSA/RPS17/NDUFA13/SLC25A6/RPL35/TSPO/RPL27A/RPS16/RPL31/RPL41/HSPA5/RPL21/RPL17/RPL28/RPS26/RPS23/RPS25/RAB7A/RPS15A/SRP9/RPL4/RPS9/CIB1/RPS20/RPS14/HRAS/RPLP1/SCARB2/NUCB1/UBC,57
GO:0006402,GO:0006402,mRNA catabolic process,55/451,320/12743,4.70819291969885e-23,1.36100405328723e-20,1.18235822193941e-20,RPS21/RPL37A/RPL36A/RPS10/RPS27/RPL13/RPL37/RPL38/RPL15/RPL29/RPS28/RPL3/RPL14/RPL26/RPL24/RPS29/RPL36/RPL34/RPL32/RPL27/RPLP2/RPS19/RPL39/HSPA1A/RPS18/RPSA/PSMB9/PSMB8/RPS17/RPL35/RPL27A/RPS16/RPL31/HSPA1B/RPL41/RPL21/PSMD6/RPL17/RPL28/RPS26/RPS23/LSM3/RPS25/PSMD7/RPS15A/RPL4/RPS9/RPS20/RPS14/RPLP1/LSM5/PSME1/APEX1/BTG2/UBC,55
GO:0006401,GO:0006401,RNA catabolic process,56/451,344/12743,2.86410894310707e-22,7.72736592850288e-20,6.71306938244043e-20,RPS21/RPL37A/RPL36A/RPS10/RPS27/RPL13/RPL37/RPL38/RPL15/RPL29/RPS28/RPL3/RPL14/RPL26/RPL24/RPS29/RPL36/RPL34/RPL32/RPL27/RPLP2/RPS19/RPL39/HSPA1A/RPS18/RPSA/PSMB9/PSMB8/RPS17/RPL35/RPL27A/RPS16/RPL31/HSPA1B/RPL41/RPL21/PSMD6/RPL17/RPL28/RPS26/RPS23/LSM3/RPS25/PSMD7/RPS15A/RPL4/RPS9/RPS20/RPS14/RNASET2/RPLP1/LSM5/PSME1/APEX1/BTG2/UBC,56
GO:0072594,GO:0072594,establishment of protein localization to organelle,57/451,419/12743,8.45925557717912e-19,2.13966295755274e-16,1.85881010709068e-16,RPS21/RPL37A/APOD/RPL36A/RPS10/RPS27/RPL13/RPL37/RPL38/RPL15/RPL29/RPS28/RPL3/RPL14/RPL26/SEC61G/RPL24/RPS29/TOMM7/RPL36/RPL34/RPL32/RPL27/RPLP2/RPS19/RPL39/RPS18/RPSA/RPS17/NDUFA13/SLC25A6/RPL35/TSPO/RPL27A/RPS16/RPL31/CDKN1A/RPL41/HSPA5/LAMP1/RPL21/RPL17/RPL28/RPS26/RPS23/RPS25/RAB7A/RPS15A/SRP9/RPL4/RPS9/RPS20/RPS14/RPLP1/SCARB2/UBC/DDIT3,57
GO:0072657,GO:0072657,protein localization to membrane,61/451,497/12743,7.87771770674763e-18,1.87536020936516e-15,1.62919982294347e-15,RPS21/RPL37A/RPL36A/RPS10/RPS27/RPL13/RPL37/RPL38/RPL15/RPL29/RPS28/RPL3/CPE/RPL14/RPL26/CD24/RPL24/RPS29/BSG/RAMP1/RPL36/RPL34/VAMP8/RPL32/RPL27/RPLP2/RPS19/RPL39/RPS18/RAB13/RPSA/RPS17/NDUFA13/NSG1/RPL35/RPL27A/RPS16/RPL31/RPL41/HSPA5/CLIP3/RPL21/RPL17/RPL28/MACF1/RPS26/RPS23/TMEM59/RPS25/RPS15A/SRP9/RPL4/RPS9/CIB1/GRIK2/RPS20/AP2M1/RPS14/HRAS/RPLP1/ARF6,61
GO:0043299,GO:0043299,leukocyte degranulation,45/451,416/12743,1.90546392186902e-11,4.28411805100217e-09,3.7217833327734e-09,B2M/RHOA/FTH1/CHGA/FABP5/NPC2/VAMP8/CYBA/EEF2/CD63/MME/HSPA1A/PSAP/CSTB/DPP7/S100A13/GRN/GSTP1/GYG1/HSPA1B/LAMP1/HSPA6/GGH/SVIP/PSMD6/HEXB/PRDX4/CD47/PSMD7/RAB7A/DSP/DYNLL1/DDOST/RAC1/NME2/NCSTN/NDUFC2/BRI3/AGPAT2/NPPA/CPLX2/RNASET2/MIF/APRT/TUBB4B,45
GO:0002444,GO:0002444,myeloid leukocyte mediated immunity,46/451,433/12743,2.09447443931223e-11,4.46123055573505e-09,3.87564799296557e-09,B2M/RHOA/FTH1/CHGA/FABP5/NPC2/VAMP8/CYBA/EEF2/CD63/MME/HSPA1A/PSAP/CSTB/DPP7/S100A13/GRN/GSTP1/GYG1/HSPA1B/LAMP1/HSPA6/GGH/SVIP/PSMD6/HEXB/HLA-E/PRDX4/CD47/PSMD7/RAB7A/DSP/DYNLL1/DDOST/RAC1/NME2/NCSTN/NDUFC2/BRI3/AGPAT2/NPPA/CPLX2/RNASET2/MIF/APRT/TUBB4B,46
GO:0002275,GO:0002275,myeloid cell activation involved in immune response,45/451,421/12743,2.8590060721545e-11,5.78519878700463e-09,5.02583172684001e-09,B2M/RHOA/FTH1/CHGA/FABP5/NPC2/VAMP8/CYBA/EEF2/CD63/MME/HSPA1A/PSAP/CSTB/DPP7/S100A13/GRN/GSTP1/GYG1/HSPA1B/LAMP1/HSPA6/GGH/SVIP/PSMD6/HEXB/PRDX4/CD47/PSMD7/RAB7A/DSP/DYNLL1/DDOST/RAC1/NME2/NCSTN/NDUFC2/BRI3/AGPAT2/NPPA/CPLX2/RNASET2/MIF/APRT/TUBB4B,45
GO:0006119,GO:0006119,oxidative phosphorylation,22/451,111/12743,3.69619648157857e-11,7.1230986480707e-09,6.18811842028693e-09,RHOA/ATP5F1E/NUPR1/NDUFA13/NDUFA11/PARK7/COX7C/UQCR11/NDUFB4/NDUFB5/COX4I1/ATP5PO/NDUFB1/COX6C/UQCR10/NDUFA3/UQCRC1/NDUFC2/ATP5ME/NDUFA6/UQCRFS1/NDUFS5,22
GO:0043312,GO:0043312,neutrophil degranulation,41/451,384/12743,2.37278649017215e-10,4.36484860260304e-08,3.79191716611243e-08,B2M/RHOA/FTH1/FABP5/NPC2/VAMP8/CYBA/EEF2/CD63/MME/HSPA1A/PSAP/CSTB/DPP7/GRN/GSTP1/GYG1/HSPA1B/LAMP1/HSPA6/GGH/SVIP/PSMD6/HEXB/PRDX4/CD47/PSMD7/RAB7A/DSP/DYNLL1/DDOST/RAC1/NME2/NCSTN/NDUFC2/BRI3/AGPAT2/RNASET2/MIF/APRT/TUBB4B,41
GO:0002283,GO:0002283,neutrophil activation involved in immune response,41/451,385/12743,2.57041037749978e-10,4.52280469467026e-08,3.92913989054886e-08,B2M/RHOA/FTH1/FABP5/NPC2/VAMP8/CYBA/EEF2/CD63/MME/HSPA1A/PSAP/CSTB/DPP7/GRN/GSTP1/GYG1/HSPA1B/LAMP1/HSPA6/GGH/SVIP/PSMD6/HEXB/PRDX4/CD47/PSMD7/RAB7A/DSP/DYNLL1/DDOST/RAC1/NME2/NCSTN/NDUFC2/BRI3/AGPAT2/RNASET2/MIF/APRT/TUBB4B,41
GO:0042119,GO:0042119,neutrophil activation,41/451,392/12743,4.461475139228e-10,7.23792019264063e-08,6.2878684518538e-08,B2M/RHOA/FTH1/FABP5/NPC2/VAMP8/CYBA/EEF2/CD63/MME/HSPA1A/PSAP/CSTB/DPP7/GRN/GSTP1/GYG1/HSPA1B/LAMP1/HSPA6/GGH/SVIP/PSMD6/HEXB/PRDX4/CD47/PSMD7/RAB7A/DSP/DYNLL1/DDOST/RAC1/NME2/NCSTN/NDUFC2/BRI3/AGPAT2/RNASET2/MIF/APRT/TUBB4B,41
GO:0002274,GO:0002274,myeloid leukocyte activation,47/451,491/12743,4.47116394405772e-10,7.23792019264063e-08,6.2878684518538e-08,B2M/RHOA/FTH1/CHGA/FABP5/NPC2/VAMP8/CYBA/EEF2/CD63/MME/HSPA1A/PSAP/CSTB/DPP7/S100A13/GRN/GSTP1/GYG1/HSPA1B/CD74/LAMP1/HSPA6/GGH/SVIP/PSMD6/HEXB/PRDX4/CD47/PSMD7/RAB7A/DSP/DYNLL1/DDOST/RAC1/NME2/NCSTN/NDUFC2/BRI3/AGPAT2/NPPA/CPLX2/RNASET2/MIF/APRT/JUN/TUBB4B,47
GO:0002446,GO:0002446,neutrophil mediated immunity,41/451,396/12743,6.07370153382994e-10,9.1038037434851e-08,7.90883552553295e-08,B2M/RHOA/FTH1/FABP5/NPC2/VAMP8/CYBA/EEF2/CD63/MME/HSPA1A/PSAP/CSTB/DPP7/GRN/GSTP1/GYG1/HSPA1B/LAMP1/HSPA6/GGH/SVIP/PSMD6/HEXB/PRDX4/CD47/PSMD7/RAB7A/DSP/DYNLL1/DDOST/RAC1/NME2/NCSTN/NDUFC2/BRI3/AGPAT2/RNASET2/MIF/APRT/TUBB4B,41
GO:0036230,GO:0036230,granulocyte activation,41/451,396/12743,6.07370153382994e-10,9.1038037434851e-08,7.90883552553295e-08,B2M/RHOA/FTH1/FABP5/NPC2/VAMP8/CYBA/EEF2/CD63/MME/HSPA1A/PSAP/CSTB/DPP7/GRN/GSTP1/GYG1/HSPA1B/LAMP1/HSPA6/GGH/SVIP/PSMD6/HEXB/PRDX4/CD47/PSMD7/RAB7A/DSP/DYNLL1/DDOST/RAC1/NME2/NCSTN/NDUFC2/BRI3/AGPAT2/RNASET2/MIF/APRT/TUBB4B,41
GO:0042775,GO:0042775,mitochondrial ATP synthesis coupled electron transport,17/451,75/12743,7.11205040662503e-10,1.02794528555755e-07,8.93016855568706e-08,NDUFA13/NDUFA11/PARK7/COX7C/UQCR11/NDUFB4/NDUFB5/COX4I1/NDUFB1/COX6C/UQCR10/NDUFA3/UQCRC1/NDUFC2/NDUFA6/UQCRFS1/NDUFS5,17
GO:0042773,GO:0042773,ATP synthesis coupled electron transport,17/451,76/12743,8.86689248724675e-10,1.23739013434095e-07,1.07496990589489e-07,NDUFA13/NDUFA11/PARK7/COX7C/UQCR11/NDUFB4/NDUFB5/COX4I1/NDUFB1/COX6C/UQCR10/NDUFA3/UQCRC1/NDUFC2/NDUFA6/UQCRFS1/NDUFS5,17
GO:0022900,GO:0022900,electron transport chain,23/451,144/12743,1.21835521400212e-09,1.64356118368886e-07,1.42782681219898e-07,CYB5A/CYBA/NDUFA13/NDUFA11/PARK7/COX7C/UQCR11/NDUFB4/NDUFB5/COX4I1/NDUFB1/COX6C/UQCR10/NDUFA3/UQCRC1/AKR1B1/NDUFA4L2/SH3BGRL3/NDUFC2/GLRX5/NDUFA6/UQCRFS1/NDUFS5,23
GO:0002181,GO:0002181,cytoplasmic translation,15/451,67/12743,8.66637579976687e-09,1.13138138263408e-06,9.82875897155224e-07,RPS21/RPL36A/RPL38/RPS28/RPL24/RPS29/RPL36/RPL32/EEF2/RPL39/EIF3L/RPL31/RPL41/RPS26/RPS23,15
GO:0009199,GO:0009199,ribonucleoside triphosphate metabolic process,31/451,273/12743,9.46501640076858e-09,1.1970287929347e-06,1.03990640718971e-06,RHOA/ATP5F1E/HSPA1A/NUPR1/NDUFA13/NME1/TSPO/NDUFA11/PARK7/COX7C/UQCR11/HSPA1B/NDUFB4/PGAM2/NDUFB5/COX4I1/ATP5PO/NDUFB1/COX6C/UQCR10/NME3/NME4/NDUFA3/UQCRC1/NME2/NDUFC2/ATP5ME/NDUFA6/UQCRFS1/CTPS1/NDUFS5,31
GO:0022904,GO:0022904,respiratory electron transport chain,17/451,91/12743,1.63349011946479e-08,2.00325288287092e-06,1.74030526284288e-06,NDUFA13/NDUFA11/PARK7/COX7C/UQCR11/NDUFB4/NDUFB5/COX4I1/NDUFB1/COX6C/UQCR10/NDUFA3/UQCRC1/NDUFC2/NDUFA6/UQCRFS1/NDUFS5,17
GO:0009205,GO:0009205,purine ribonucleoside triphosphate metabolic process,30/451,268/12743,2.29574459800515e-08,2.73261129062554e-06,2.37392785056879e-06,RHOA/ATP5F1E/HSPA1A/NUPR1/NDUFA13/NME1/TSPO/NDUFA11/PARK7/COX7C/UQCR11/HSPA1B/NDUFB4/PGAM2/NDUFB5/COX4I1/ATP5PO/NDUFB1/COX6C/UQCR10/NME3/NME4/NDUFA3/UQCRC1/NME2/NDUFC2/ATP5ME/NDUFA6/UQCRFS1/NDUFS5,30
GO:0009144,GO:0009144,purine nucleoside triphosphate metabolic process,30/451,275/12743,4.13491927386513e-08,4.78085630050001e-06,4.15331955930189e-06,RHOA/ATP5F1E/HSPA1A/NUPR1/NDUFA13/NME1/TSPO/NDUFA11/PARK7/COX7C/UQCR11/HSPA1B/NDUFB4/PGAM2/NDUFB5/COX4I1/ATP5PO/NDUFB1/COX6C/UQCR10/NME3/NME4/NDUFA3/UQCRC1/NME2/NDUFC2/ATP5ME/NDUFA6/UQCRFS1/NDUFS5,30
GO:0009141,GO:0009141,nucleoside triphosphate metabolic process,31/451,291/12743,4.25280026730912e-08,4.78085630050001e-06,4.15331955930189e-06,RHOA/ATP5F1E/HSPA1A/NUPR1/NDUFA13/NME1/TSPO/NDUFA11/PARK7/COX7C/UQCR11/HSPA1B/NDUFB4/PGAM2/NDUFB5/COX4I1/ATP5PO/NDUFB1/COX6C/UQCR10/NME3/NME4/NDUFA3/UQCRC1/NME2/NDUFC2/ATP5ME/NDUFA6/UQCRFS1/CTPS1/NDUFS5,31
GO:0002479,GO:0002479,antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent,14/451,68/12743,8.47188773953187e-08,9.26641342753661e-06,8.05010100996769e-06,B2M/HLA-C/HLA-A/HLA-B/PDIA3/CALR/VAMP8/CYBA/PSMB9/PSMB8/PSMD6/HLA-E/PSMD7/PSME1,14
GO:0042590,GO:0042590,antigen processing and presentation of exogenous peptide antigen via MHC class I,14/451,71/12743,1.50157305845219e-07,1.59917530725158e-05,1.38926704023001e-05,B2M/HLA-C/HLA-A/HLA-B/PDIA3/CALR/VAMP8/CYBA/PSMB9/PSMB8/PSMD6/HLA-E/PSMD7/PSME1,14
GO:0006457,GO:0006457,protein folding,21/451,167/12743,4.45567947975231e-07,4.62362432168144e-05,4.01672590077536e-05,B2M/PDIA3/HSP90B1/PPIB/CALR/PDIA6/RGS7/HSPA1A/ERP29/GNG2/TBCD/GRN/HSPA1B/HSPA5/CD74/HSPA6/TBCA/PRDX4/PTGES3/NPPA/DNAJB1,21
GO:0046034,GO:0046034,ATP metabolic process,26/451,244/12743,5.32647872226063e-07,5.38906484724719e-05,4.68169445588171e-05,RHOA/ATP5F1E/HSPA1A/NUPR1/NDUFA13/TSPO/NDUFA11/PARK7/COX7C/UQCR11/HSPA1B/NDUFB4/PGAM2/NDUFB5/COX4I1/ATP5PO/NDUFB1/COX6C/UQCR10/NDUFA3/UQCRC1/NDUFC2/ATP5ME/NDUFA6/UQCRFS1/NDUFS5,26
GO:0045333,GO:0045333,cellular respiration,20/451,156/12743,6.13105020191851e-07,6.05179516272298e-05,5.25743457622794e-05,NDUFA13/NDUFA11/PARK7/COX7C/UQCR11/NDUFB4/NDUFB5/COX4I1/NOP53/NDUFB1/COX6C/UQCR10/PDHB/NDUFA3/UQCRC1/MDH2/NDUFC2/NDUFA6/UQCRFS1/NDUFS5,20
GO:0043618,GO:0043618,regulation of transcription from RNA polymerase II promoter in response to stress,16/451,104/12743,7.02949739582653e-07,6.77342284783571e-05,5.88434117846131e-05,CA9/HSPA1A/TMBIM6/PSMB9/PSMB8/EGR1/HSPA5/PSMD6/ELOB/PSMD7/RBX1/PSME1/JUN/UBC/DNAJB1/DDIT3,16
GO:0009167,GO:0009167,purine ribonucleoside monophosphate metabolic process,27/451,272/12743,1.30906883700863e-06,0.00012320468798544,0.000107032800871697,RHOA/ATP5F1E/HSPA1A/NUPR1/NDUFA13/TSPO/NDUFA11/PARK7/COX7C/UQCR11/HSPA1B/NDUFB4/PGAM2/NDUFB5/COX4I1/ATP5PO/NDUFB1/COX6C/UQCR10/NDUFA3/UQCRC1/NDUFC2/ATP5ME/NDUFA6/APRT/UQCRFS1/NDUFS5,27
GO:0043620,GO:0043620,regulation of DNA-templated transcription in response to stress,16/451,109/12743,1.34311917736808e-06,0.000123536438882014,0.000107321006038502,CA9/HSPA1A/TMBIM6/PSMB9/PSMB8/EGR1/HSPA5/PSMD6/ELOB/PSMD7/RBX1/PSME1/JUN/UBC/DNAJB1/DDIT3,16
GO:0009126,GO:0009126,purine nucleoside monophosphate metabolic process,27/451,273/12743,1.40584337089953e-06,0.000126432180489564,0.00010983665166794,RHOA/ATP5F1E/HSPA1A/NUPR1/NDUFA13/TSPO/NDUFA11/PARK7/COX7C/UQCR11/HSPA1B/NDUFB4/PGAM2/NDUFB5/COX4I1/ATP5PO/NDUFB1/COX6C/UQCR10/NDUFA3/UQCRC1/NDUFC2/ATP5ME/NDUFA6/APRT/UQCRFS1/NDUFS5,27
GO:0002474,GO:0002474,antigen processing and presentation of peptide antigen via MHC class I,14/451,88/12743,2.31447061287612e-06,0.000203623099354558,0.00017689546560655,B2M/HLA-C/HLA-A/HLA-B/PDIA3/CALR/VAMP8/CYBA/PSMB9/PSMB8/PSMD6/HLA-E/PSMD7/PSME1,14
GO:0002478,GO:0002478,antigen processing and presentation of exogenous peptide antigen,19/451,156/12743,2.56227121694363e-06,0.000220627906701508,0.000191668216452222,B2M/HLA-C/HLA-A/HLA-B/PDIA3/CALR/VAMP8/CYBA/PSMB9/PSMB8/CD74/PSMD6/HLA-E/PSMD7/RAB7A/CTSL/DYNLL1/AP2M1/PSME1,19
GO:0019884,GO:0019884,antigen processing and presentation of exogenous antigen,19/451,158/12743,3.10408942701508e-06,0.000261713539815209,0.000227360936101543,B2M/HLA-C/HLA-A/HLA-B/PDIA3/CALR/VAMP8/CYBA/PSMB9/PSMB8/CD74/PSMD6/HLA-E/PSMD7/RAB7A/CTSL/DYNLL1/AP2M1/PSME1,19
GO:0009161,GO:0009161,ribonucleoside monophosphate metabolic process,27/451,285/12743,3.20953473752668e-06,0.000265081369036132,0.000230286702971839,RHOA/ATP5F1E/HSPA1A/NUPR1/NDUFA13/TSPO/NDUFA11/PARK7/COX7C/UQCR11/HSPA1B/NDUFB4/PGAM2/NDUFB5/COX4I1/ATP5PO/NDUFB1/COX6C/UQCR10/NDUFA3/UQCRC1/NDUFC2/ATP5ME/NDUFA6/APRT/UQCRFS1/NDUFS5,27
GO:0006120,GO:0006120,mitochondrial electron transport, NADH to ubiquinone,10/451,46/12743,3.6219201884337e-06,0.000293158220051824,0.000254678177460391,NDUFA13/NDUFA11/PARK7/NDUFB4/NDUFB5/NDUFB1/NDUFA3/NDUFC2/NDUFA6/NDUFS5,10
GO:0006091,GO:0006091,generation of precursor metabolites and energy,34/451,420/12743,6.00033022975161e-06,0.000476143851760878,0.000413645056086076,RHOA/CYB5A/ATP5F1E/CYBA/NUPR1/NDUFA13/NDUFA11/PARK7/COX7C/GYG1/UQCR11/NDUFB4/PGAM2/NDUFB5/COX4I1/NOP53/ATP5PO/NDUFB1/COX6C/UQCR10/PDHB/NDUFA3/UQCRC1/AKR1B1/NDUFA4L2/MDH2/SH3BGRL3/NDUFC2/GLRX5/ATP5ME/NDUFA6/UQCRFS1/PHLDA2/NDUFS5,34
GO:0048002,GO:0048002,antigen processing and presentation of peptide antigen,19/451,166/12743,6.46641016394598e-06,0.000503260806413257,0.000437202630517805,B2M/HLA-C/HLA-A/HLA-B/PDIA3/CALR/VAMP8/CYBA/PSMB9/PSMB8/CD74/PSMD6/HLA-E/PSMD7/RAB7A/CTSL/DYNLL1/AP2M1/PSME1,19
GO:0007218,GO:0007218,neuropeptide signaling pathway,8/451,31/12743,8.90337698523018e-06,0.000679848427532576,0.000590611303488953,TAC3/GRP/PCSK1N/CPE/NPW/SCG5/NXPH4/NPPA,8
