,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-HSA-72613,R-HSA-72613,Eukaryotic Translation Initiation,43/249,115/8183,1.85413633299543e-36,1.19282770756039e-34,9.95378452450179e-35,RPL37/RPL37A/RPS29/RPL13/RPS27/RPS21/RPL38/RPS28/RPL36A/RPL15/RPL3/RPL29/RPL24/EIF4A2/RPL14/RPS10/RPL36/RPS18/RPL34/RPL39/RPL32/RPS19/RPSA/RPL27/RPLP2/RPS2/RPL27A/RPL35/RPL41/RPL35A/EIF3L/RPL28/RPLP0/RPL26/EIF4A1/RPS16/RPLP1/RPS4Y1/RPS23/RPS5/RPS14/RPS17/RPL22L1,43
R-HSA-72737,R-HSA-72737,Cap-dependent Translation Initiation,43/249,115/8183,1.85413633299543e-36,1.19282770756039e-34,9.95378452450179e-35,RPL37/RPL37A/RPS29/RPL13/RPS27/RPS21/RPL38/RPS28/RPL36A/RPL15/RPL3/RPL29/RPL24/EIF4A2/RPL14/RPS10/RPL36/RPS18/RPL34/RPL39/RPL32/RPS19/RPSA/RPL27/RPLP2/RPS2/RPL27A/RPL35/RPL41/RPL35A/EIF3L/RPL28/RPLP0/RPL26/EIF4A1/RPS16/RPLP1/RPS4Y1/RPS23/RPS5/RPS14/RPS17/RPL22L1,43
R-HSA-168255,R-HSA-168255,Influenza Life Cycle,44/249,139/8183,1.17399972427237e-33,6.97175220875592e-32,5.8177152328315e-32,RPL37/RPL37A/RPS29/RPL13/RPS27/RPS21/RPL38/RPS28/RPL36A/RPL15/RPL3/CALR/RPL29/RPL24/RPL14/HSPA1A/RPS10/RPL36/RPS18/RPL34/RPL39/RPL32/RPS19/RPSA/RPL27/HSPA1B/RPLP2/RPS2/RPL27A/RPL35/RPL41/RPL35A/RPL28/RPLP0/RPL26/RPS16/RPLP1/RPS4Y1/RPS23/RPS5/RPS14/RPS17/POLR2H/RPL22L1,44
R-HSA-168254,R-HSA-168254,Influenza Infection,45/249,149/8183,2.1042143413575e-33,1.16032390823428e-31,9.68255020233679e-32,RPL37/RPL37A/RPS29/RPL13/RPS27/RPS21/RPL38/RPS28/RPL36A/RPL15/RPL3/CALR/RPL29/RPL24/RPL14/HSPA1A/RPS10/RPL36/RPS18/RPL34/RPL39/RPL32/RPS19/RPSA/RPL27/HSPA1B/SLC25A6/RPLP2/RPS2/RPL27A/RPL35/RPL41/RPL35A/RPL28/RPLP0/RPL26/RPS16/RPLP1/RPS4Y1/RPS23/RPS5/RPS14/RPS17/POLR2H/RPL22L1,45
R-HSA-927802,R-HSA-927802,Nonsense-Mediated Decay (NMD),40/249,111/8183,3.58373366973337e-33,1.72915149564635e-31,1.44292434597159e-31,RPL37/RPL37A/RPS29/RPL13/RPS27/RPS21/RPL38/RPS28/RPL36A/RPL15/RPL3/RPL29/RPL24/RPL14/RPS10/RPL36/RPS18/RPL34/RPL39/RPL32/RPS19/RPSA/RPL27/RPLP2/RPS2/RPL27A/RPL35/RPL41/RPL35A/RPL28/RPLP0/RPL26/RPS16/RPLP1/RPS4Y1/RPS23/RPS5/RPS14/RPS17/RPL22L1,40
R-HSA-975957,R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),40/249,111/8183,3.58373366973337e-33,1.72915149564635e-31,1.44292434597159e-31,RPL37/RPL37A/RPS29/RPL13/RPS27/RPS21/RPL38/RPS28/RPL36A/RPL15/RPL3/RPL29/RPL24/RPL14/RPS10/RPL36/RPS18/RPL34/RPL39/RPL32/RPS19/RPSA/RPL27/RPLP2/RPS2/RPL27A/RPL35/RPL41/RPL35A/RPL28/RPLP0/RPL26/RPS16/RPLP1/RPS4Y1/RPS23/RPS5/RPS14/RPS17/RPL22L1,40
R-HSA-2408522,R-HSA-2408522,Selenoamino acid metabolism,40/249,113/8183,8.19942823617326e-33,3.72350505783868e-31,3.10715175265513e-31,RPL37/RPL37A/RPS29/RPL13/RPS27/RPS21/RPL38/RPS28/RPL36A/RPL15/RPL3/RPL29/RPL24/RPL14/RPS10/RPL36/RPS18/RPL34/RPL39/RPL32/RPS19/RPSA/RPL27/RPLP2/RPS2/RPL27A/RPL35/RPL41/RPL35A/RPL28/RPLP0/RPL26/RPS16/RPLP1/RPS4Y1/RPS23/RPS5/RPS14/RPS17/RPL22L1,40
R-HSA-9010553,R-HSA-9010553,Regulation of expression of SLITs and ROBOs,45/249,162/8183,1.27122717579706e-31,5.45215210952963e-30,4.54965515548423e-30,RPL37/RPL37A/RPS29/RPL13/RPS27/RPS21/RPL38/RPS28/RPL36A/RPL15/RPL3/RPL29/RPL24/RPL14/RPS10/RPL36/RPS18/RPL34/RPL39/RPL32/RPS19/RPSA/RPL27/PSMB9/RPLP2/PSMB8/RPS2/RPL27A/RPL35/RPL41/RPL35A/RPL28/RPLP0/RPL26/RBX1/RPS16/RPLP1/RPS4Y1/RPS23/RPS5/PSMD7/PSMD6/RPS14/RPS17/RPL22L1,45
R-HSA-168273,R-HSA-168273,Influenza Viral RNA Transcription and Replication,41/249,129/8183,1.89655677769962e-31,7.70600964412688e-30,6.43043073657711e-30,RPL37/RPL37A/RPS29/RPL13/RPS27/RPS21/RPL38/RPS28/RPL36A/RPL15/RPL3/RPL29/RPL24/RPL14/RPS10/RPL36/RPS18/RPL34/RPL39/RPL32/RPS19/RPSA/RPL27/RPLP2/RPS2/RPL27A/RPL35/RPL41/RPL35A/RPL28/RPLP0/RPL26/RPS16/RPLP1/RPS4Y1/RPS23/RPS5/RPS14/RPS17/POLR2H/RPL22L1,41
R-HSA-376176,R-HSA-376176,Signaling by ROBO receptors,49/249,205/8183,4.51303881622931e-31,1.74203298306451e-29,1.45367355554334e-29,RPL37/RPL37A/RPS29/RPL13/RPS27/RPS21/RPL38/RHOA/RPS28/RPL36A/RPL15/RPL3/RPL29/RPL24/RPL14/RPS10/RPL36/RPS18/RPL34/RPL39/RPL32/RPS19/RPSA/RPL27/PFN2/PSMB9/RPLP2/PSMB8/CDC42/RPS2/RAC1/RPL27A/RPL35/RPL41/RPL35A/RPL28/RPLP0/RPL26/RBX1/RPS16/RPLP1/RPS4Y1/RPS23/RPS5/PSMD7/PSMD6/RPS14/RPS17/RPL22L1,49
R-HSA-72766,R-HSA-72766,Translation,52/249,287/8183,9.69823114380238e-27,3.56525449667402e-25,2.97509647118148e-25,RPL37/SEC61G/RPL37A/RPS29/RPL13/RPS27/RPS21/RPL38/RPS28/RPL36A/RPL15/RPL3/RPL29/RPL24/EIF4A2/RPL14/SSR4/RPS10/RPL36/EEF2/RPS18/RPL34/RPL39/RPL32/RPS19/SPCS1/RPSA/RPL27/RPLP2/RPS2/MRPL33/RPL27A/RPL35/MRPS24/RPL41/RPL35A/EIF3L/RPL28/SEC11C/RPLP0/RPL26/EIF4A1/RPS16/RPLP1/RPS4Y1/RPS23/RPS5/RPN1/RPS14/RPS17/DDOST/RPL22L1,52
R-HSA-5663205,R-HSA-5663205,Infectious disease,56/249,362/8183,3.36797289256098e-25,1.18185230593504e-23,9.86219813515465e-24,B2M/RPL37/RPL37A/RPS29/RPL13/RPS27/RPS21/RPL38/RPS28/RPL36A/RPL15/RPL3/CALR/RPL29/RPL24/RPL14/HSPA1A/CD9/RPS10/RPL36/EEF2/RPS18/RPL34/RPL39/RPL32/RPS19/RPSA/RPL27/HSPA1B/SLC25A6/PSMB9/RPLP2/PSMB8/RPS2/RAC1/RPL27A/RPL35/RPL41/RPL35A/RPL28/RPLP0/RPL26/RBX1/RPS16/RPLP1/RPS4Y1/RPS23/RPS5/PSMD7/PSMD6/RPS14/RPS17/POLR2H/AP2M1/SYT1/RPL22L1,56
R-HSA-6791226,R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,40/249,179/8183,3.50989152022379e-24,1.17810271896207e-22,9.83090897197695e-23,RPL37/RPL37A/RPS29/RPL13/RPS27/RPS21/RPL38/RPS28/RPL36A/RPL15/RPL3/RPL29/RPL24/RPL14/RPS10/RPL36/RPS18/RPL34/RPL39/RPL32/RPS19/RPSA/RPL27/RPLP2/RPS2/RPL27A/RPL35/RPL41/RPL35A/RPL28/RPLP0/RPL26/RPS16/RPLP1/RPS4Y1/RPS23/RPS5/RPS14/RPS17/RPL22L1,40
R-HSA-8868773,R-HSA-8868773,rRNA processing in the nucleus and cytosol,40/249,189/8183,3.12685337490485e-23,1.00580450226106e-21,8.39313274316566e-22,RPL37/RPL37A/RPS29/RPL13/RPS27/RPS21/RPL38/RPS28/RPL36A/RPL15/RPL3/RPL29/RPL24/RPL14/RPS10/RPL36/RPS18/RPL34/RPL39/RPL32/RPS19/RPSA/RPL27/RPLP2/RPS2/RPL27A/RPL35/RPL41/RPL35A/RPL28/RPLP0/RPL26/RPS16/RPLP1/RPS4Y1/RPS23/RPS5/RPS14/RPS17/RPL22L1,40
R-HSA-422475,R-HSA-422475,Axon guidance,62/249,498/8183,1.02478140111964e-22,3.16452496665746e-21,2.64069986309567e-21,RPL37/RPL37A/RPS29/RPL13/RPS27/RPS21/TUBB2B/RPL38/RHOA/RPS28/RPL36A/RPL15/RPL3/CD24/RPL29/RPL24/RPL14/TUBA1A/RPS10/RPL36/TUBB2A/RPS18/RPL34/TUBB3/RPL39/RPL32/RPS19/RPSA/RPL27/PFN2/PSMB9/RPLP2/PSMB8/CDC42/RPS2/RAC1/RPL27A/RHOB/RET/RPL35/RPL41/RPL35A/RPL28/MYL6/RPLP0/RPL26/RBX1/RPS16/RPLP1/ALCAM/RPS4Y1/RPS23/RPS5/PSMD7/PSMD6/RPS14/RPS17/DPYSL3/AP2M1/NCSTN/RPL22L1/TUBB4B,62
R-HSA-72312,R-HSA-72312,rRNA processing,40/249,198/8183,1.98206460516944e-22,5.88520721227234e-21,4.91102647110809e-21,RPL37/RPL37A/RPS29/RPL13/RPS27/RPS21/RPL38/RPS28/RPL36A/RPL15/RPL3/RPL29/RPL24/RPL14/RPS10/RPL36/RPS18/RPL34/RPL39/RPL32/RPS19/RPSA/RPL27/RPLP2/RPS2/RPL27A/RPL35/RPL41/RPL35A/RPL28/RPLP0/RPL26/RPS16/RPLP1/RPS4Y1/RPS23/RPS5/RPS14/RPS17/RPL22L1,40
R-HSA-71291,R-HSA-71291,Metabolism of amino acids and derivatives,49/249,320/8183,8.22080316633651e-22,2.35054075718955e-20,1.9614547905645e-20,RPL37/RPL37A/RPS29/RPL13/RPS27/RPS21/RPL38/RPS28/RPL36A/RPL15/RPL3/RPL29/RPL24/RPL14/RPS10/RPL36/RPS18/RPL34/RPL39/RPL32/RPS19/RPSA/TPH1/RPL27/PSMB9/RPLP2/PSMB8/RPS2/RPL27A/OAZ1/PCBD1/RPL35/RPL41/RPL35A/RPL28/RPLP0/RPL26/RPS16/RPLP1/RPS4Y1/RPS23/RPS5/PSMD7/PSMD6/RPS14/PDHB/RPS17/ODC1/RPL22L1,49
R-HSA-72649,R-HSA-72649,Translation initiation complex formation,18/249,57/8183,2.91931447569859e-14,7.77141646634245e-13,6.4850107409348e-13,RPS29/RPS27/RPS21/RPS28/EIF4A2/RPS10/RPS18/RPS19/RPSA/RPS2/EIF3L/EIF4A1/RPS16/RPS4Y1/RPS23/RPS5/RPS14/RPS17,18
R-HSA-72702,R-HSA-72702,Ribosomal scanning and start codon recognition,18/249,57/8183,2.91931447569859e-14,7.77141646634245e-13,6.4850107409348e-13,RPS29/RPS27/RPS21/RPS28/EIF4A2/RPS10/RPS18/RPS19/RPSA/RPS2/EIF3L/EIF4A1/RPS16/RPS4Y1/RPS23/RPS5/RPS14/RPS17,18
R-HSA-72662,R-HSA-72662,Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S,18/249,58/8183,4.1193943618512e-14,1.06005748244971e-12,8.84585736650152e-13,RPS29/RPS27/RPS21/RPS28/EIF4A2/RPS10/RPS18/RPS19/RPSA/RPS2/EIF3L/EIF4A1/RPS16/RPS4Y1/RPS23/RPS5/RPS14/RPS17,18
R-HSA-72695,R-HSA-72695,Formation of the ternary complex, and subsequently, the 43S complex,16/249,50/8183,6.53814158676373e-13,1.62820816289729e-11,1.35869020410846e-11,RPS29/RPS27/RPS21/RPS28/RPS10/RPS18/RPS19/RPSA/RPS2/EIF3L/RPS16/RPS4Y1/RPS23/RPS5/RPS14/RPS17,16
R-HSA-6798695,R-HSA-6798695,Neutrophil degranulation,37/249,379/8183,1.98633693987294e-10,4.79203786744347e-09,3.99880989211263e-09,HLA-C/HLA-B/B2M/FABP5/RHOA/HSPA1A/NPC2/VAMP8/EEF2/CD63/PSAP/FTH1/MME/DPP7/HSPA1B/GRN/MIF/HSPA6/CSTB/RAC1/DSP/SVIP/APRT/GGH/PSMD7/LAMP1/HEXB/PSMD6/CD47/RAB7A/NME2/NCSTN/DDOST/DYNLL1/ALDOA/CYBA/TUBB4B,37
R-HSA-1236975,R-HSA-1236975,Antigen processing-Cross presentation,14/249,89/8183,4.03660857383309e-07,9.44321763333075e-06,7.88007798145407e-06,HLA-C/HLA-B/B2M/HLA-A/PDIA3/SEC61G/CALR/VAMP8/PSMB9/PSMB8/PSMD7/PSMD6/CTSL/CYBA,14
R-HSA-1236974,R-HSA-1236974,ER-Phagosome pathway,12/249,78/8183,3.52848124770106e-06,8.01172800948594e-05,6.68554341669675e-05,HLA-C/HLA-B/B2M/HLA-A/PDIA3/SEC61G/CALR/VAMP8/PSMB9/PSMB8/PSMD7/PSMD6,12
R-HSA-389977,R-HSA-389977,Post-chaperonin tubulin folding pathway,6/249,16/8183,4.63291500947103e-06,0.000102188868208904,8.52735033322187e-05,TUBB2B/TUBA1A/TUBB2A/TUBB3/TBCD/TUBB4B,6
R-HSA-8953897,R-HSA-8953897,Cellular responses to external stimuli,33/249,470/8183,5.11090625652698e-06,0.000109600545278856,9.14583224852196e-05,TUBB2B/HSPA1A/TUBA1A/CA9/TOMM7/TUBB2A/TUBB3/TERF2IP/HIST1H4C/HIST1H1C/HSPA1B/HIST1H2AC/FOS/GABARAPL2/PSMB9/PSMB8/HSPA6/HSBP1/HSPA5/SNCB/CDKN1A/MAP1LC3B/RBX1/GABARAP/PSMD7/PSMD6/CAMK2B/JUN/DYNLL1/CYBA/MT1F/DNAJB1/TUBB4B,33
R-HSA-163200,R-HSA-163200,Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.,14/249,110/8183,5.49395615870226e-06,0.000114630652824815,9.56557942852286e-05,ATP5F1E/NDUFB1/COX4I1/NDUFAF3/NDUFB4/ATP5ME/NDUFA3/NDUFB5/UQCR11/UQCR10/COX6C/UQCRC1/NDUFA6/NDUFS5,14
R-HSA-1428517,R-HSA-1428517,The citric acid (TCA) cycle and respiratory electron transport,17/249,158/8183,5.64281942791422e-06,0.00011463833153552,9.5662201935831e-05,BSG/ATP5F1E/NDUFB1/COX4I1/NDUFAF3/NDUFB4/ATP5ME/NDUFA3/MDH2/NDUFB5/UQCR11/UQCR10/COX6C/PDHB/UQCRC1/NDUFA6/NDUFS5,17
R-HSA-983170,R-HSA-983170,Antigen Presentation: Folding, assembly and peptide loading of class I MHC,7/249,25/8183,6.67564381451384e-06,0.00013214351345653,0.000110269743980633,HLA-C/HLA-B/B2M/HLA-A/PDIA3/CALR/HSPA5,7
R-HSA-3371497,R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR),9/249,46/8183,7.96362494273733e-06,0.000153697961394831,0.000128256275393559,TUBB2B/HSPA1A/TUBA1A/TUBB2A/TUBB3/HSPA1B/DYNLL1/DNAJB1/TUBB4B,9
R-HSA-5626467,R-HSA-5626467,RHO GTPases activate IQGAPs,7/249,26/8183,8.8999177596492e-06,0.000167578939279248,0.000139839529368557,TUBB2B/TUBA1A/TUBB2A/TUBB3/CDC42/RAC1/TUBB4B,7
R-HSA-1236977,R-HSA-1236977,Endosomal/Vacuolar pathway,5/249,11/8183,9.96681501178125e-06,0.000183199552121312,0.000152874455819803,HLA-C/HLA-B/B2M/HLA-A/CTSL,5
R-HSA-611105,R-HSA-611105,Respiratory electron transport,12/249,90/8183,1.60958388258479e-05,0.000285859068570989,0.000238540700798262,NDUFB1/COX4I1/NDUFAF3/NDUFB4/NDUFA3/NDUFB5/UQCR11/UQCR10/COX6C/UQCRC1/NDUFA6/NDUFS5,12
R-HSA-190840,R-HSA-190840,Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane,5/249,12/8183,1.66627695410551e-05,0.000285859068570989,0.000238540700798262,TUBB2B/TUBA1A/TUBB2A/TUBB3/TUBB4B,5
R-HSA-190872,R-HSA-190872,Transport of connexons to the plasma membrane,5/249,12/8183,1.66627695410551e-05,0.000285859068570989,0.000238540700798262,TUBB2B/TUBA1A/TUBB2A/TUBB3/TUBB4B,5
R-HSA-2262752,R-HSA-2262752,Cellular responses to stress,27/249,378/8183,2.92799412593811e-05,0.000491393796787875,0.000410053181939159,TUBB2B/HSPA1A/TUBA1A/CA9/TUBB2A/TUBB3/TERF2IP/HIST1H4C/HIST1H1C/HSPA1B/HIST1H2AC/FOS/PSMB9/PSMB8/HSPA6/HSBP1/HSPA5/CDKN1A/RBX1/PSMD7/PSMD6/CAMK2B/JUN/DYNLL1/CYBA/DNAJB1/TUBB4B,27
R-HSA-8852276,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,10/249,69/8183,3.97768839520651e-05,0.000653356476829666,0.000545206113743871,TUBB2B/TUBA1A/TUBB2A/TUBB3/PSMB9/PSMB8/CDKN1A/PSMD7/PSMD6/TUBB4B,10
R-HSA-1445148,R-HSA-1445148,Translocation of SLC2A4 (GLUT4) to the plasma membrane,9/249,64/8183,0.000123461201684487,0.0019856676604255,0.00165697928576549,TUBB2B/TUBA1A/RAB13/TUBB2A/TUBB3/RAC1/YWHAH/YWHAG/TUBB4B,9
R-HSA-5663220,R-HSA-5663220,RHO GTPases Activate Formins,13/249,131/8183,0.000166841411198102,0.00262860345805989,0.00219348965957548,RPS27/TUBB2B/RHOA/TUBA1A/TUBB2A/TUBB3/PFN2/CDC42/RAC1/MAD1L1/RHOB/DYNLL1/TUBB4B,13
R-HSA-76002,R-HSA-76002,Platelet activation, signaling and aggregation,17/249,207/8183,0.000182384953831008,0.00281602368715077,0.0023498861419911,TIMP1/RHOA/TAGLN2/CD9/LGALS3BP/CD63/PSAP/GNG2/CDC42/HGF/RAC1/HSPA5/RHOB/MANF/GNB2/CHID1/ALDOA,17
R-HSA-190828,R-HSA-190828,Gap junction trafficking,6/249,29/8183,0.000196996098197231,0.00298198015310318,0.00248837176670186,TUBB2B/TUBA1A/TUBB2A/TUBB3/AP2M1/TUBB4B,6
R-HSA-190861,R-HSA-190861,Gap junction assembly,5/249,19/8183,0.000205344892721833,0.00299106145625009,0.00249594983804889,TUBB2B/TUBA1A/TUBB2A/TUBB3/TUBB4B,5
R-HSA-389960,R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC,5/249,19/8183,0.000205344892721833,0.00299106145625009,0.00249594983804889,TUBB2B/TUBA1A/TUBB2A/TUBB3/TUBB4B,5
R-HSA-114608,R-HSA-114608,Platelet degranulation ,11/249,103/8183,0.000279053931955954,0.00398943769388882,0.00332906445140436,TIMP1/TAGLN2/CD9/LGALS3BP/CD63/PSAP/HGF/HSPA5/MANF/CHID1/ALDOA,11
R-HSA-157858,R-HSA-157858,Gap junction trafficking and regulation,6/249,31/8183,0.000290154709558014,0.00399998992462119,0.00333786996709595,TUBB2B/TUBA1A/TUBB2A/TUBB3/AP2M1/TUBB4B,6
R-HSA-9609736,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors,6/249,31/8183,0.000290154709558014,0.00399998992462119,0.00333786996709595,TUBB2B/TUBA1A/TUBB2A/TUBB3/CAMK2B/TUBB4B,6
R-HSA-76005,R-HSA-76005,Response to elevated platelet cytosolic Ca2+,11/249,106/8183,0.000358945530078122,0.00486150788105808,0.00405678050614609,TIMP1/TAGLN2/CD9/LGALS3BP/CD63/PSAP/HGF/HSPA5/MANF/CHID1/ALDOA,11
R-HSA-9619483,R-HSA-9619483,Activation of AMPK downstream of NMDARs,5/249,22/8183,0.000431536524935548,0.0057438999525904,0.00479310985953821,TUBB2B/TUBA1A/TUBB2A/TUBB3/TUBB4B,5
R-HSA-195258,R-HSA-195258,RHO GTPase Effectors,20/249,291/8183,0.00054240349822841,0.00709721187512429,0.0059224075096483,RPS27/TUBB2B/RHOA/TUBA1A/TUBB2A/TUBB3/HIST1H4C/BRK1/HIST1H2AC/PFN2/CDC42/RAC1/MAD1L1/RHOB/MYL6/YWHAH/YWHAG/DYNLL1/CYBA/TUBB4B,20
R-HSA-6799198,R-HSA-6799198,Complex I biogenesis,7/249,49/8183,0.000639666748666171,0.00812069847428251,0.00677647595617793,NDUFB1/NDUFAF3/NDUFB4/NDUFA3/NDUFB5/NDUFA6/NDUFS5,7
R-HSA-3371568,R-HSA-3371568,Attenuation phase,4/249,14/8183,0.000658406988923862,0.00812069847428251,0.00677647595617793,HSPA1A/HSPA1B/HSBP1/DNAJB1,4
R-HSA-3371571,R-HSA-3371571,HSF1-dependent transactivation,5/249,24/8183,0.00066269948689093,0.00812069847428251,0.00677647595617793,HSPA1A/HSPA1B/HSBP1/CAMK2B/DNAJB1,5
R-HSA-389957,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC,5/249,24/8183,0.00066269948689093,0.00812069847428251,0.00677647595617793,TUBB2B/TUBA1A/TUBB2A/TUBB3/TUBB4B,5
