,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
hsa00983,hsa00983,Drug metabolism - other enzymes,6/288,44/5923,0.0186533290441582,0.178713370598399,0.161971475892879,NME1/GSTP1/NME3/NME4/NME2/GSTO1,6
hsa04213,hsa04213,Longevity regulating pathway - multiple species,7/288,57/5923,0.0196226418193991,0.178713370598399,0.161971475892879,HSPA1A/HSPA1B/SOD1/HSPA6/AKT3/HDAC1/HRAS,7
hsa05320,hsa05320,Autoimmune thyroid disease,4/288,22/5923,0.0200103774029095,0.178713370598399,0.161971475892879,HLA-C/HLA-A/HLA-B/HLA-E,4
hsa05332,hsa05332,Graft-versus-host disease,4/288,22/5923,0.0200103774029095,0.178713370598399,0.161971475892879,HLA-C/HLA-A/HLA-B/HLA-E,4
hsa04066,hsa04066,HIF-1 signaling pathway,9/288,87/5923,0.0246864767968787,0.213126583013053,0.193160853533472,TIMP1/CDKN1A/ELOB/AKT3/PDHB/ANGPT2/RBX1/NPPA/CAMK2B,9
hsa05166,hsa05166,Human T-cell leukemia virus 1 infection,16/288,195/5923,0.0272328347254644,0.227525941738557,0.206211278226776,B2M/HLA-C/HLA-A/HLA-B/CALR/SLC25A6/TSPO/EGR1/CDKN1A/FOS/MAD1L1/AKT3/CDKN2C/HLA-E/HRAS/JUN,16
hsa05216,hsa05216,Thyroid cancer,5/288,36/5923,0.0287278600004424,0.230202093686346,0.208636727868543,CDKN1A/RET/GADD45B/TPM3/HRAS,5
hsa04921,hsa04921,Oxytocin signaling pathway,11/288,119/5923,0.0293307686936271,0.230202093686346,0.208636727868543,RHOA/EEF2/MYL6/CDKN1A/FOS/RGS2/CACNA2D1/HRAS/NPPA/CAMK2B/JUN,11
hsa04142,hsa04142,Lysosome,11/288,120/5923,0.030949643182065,0.235763458357495,0.213677103083607,NPC2/CD63/PSAP/CD164/ATP6AP1/LAMP1/HEXB/CTSL/IDS/LAPTM4A/SCARB2,11
hsa05163,hsa05163,Human cytomegalovirus infection,15/288,186/5923,0.036417482457527,0.2694893701857,0.244243566557249,B2M/HLA-C/HLA-A/HLA-B/PDIA3/RHOA/CALR/GNG2/CDKN1A/AKT3/HLA-E/RAC1/RHEB/HRAS/GNG5,15
hsa05210,hsa05210,Colorectal cancer,8/288,82/5923,0.0447947384393789,0.322273257105532,0.292082651227529,RHOA/CDKN1A/FOS/AKT3/RAC1/GADD45B/HRAS/JUN,8
hsa04514,hsa04514,Cell adhesion molecules (CAMs),9/288,99/5923,0.0505322384374761,0.353725669062333,0.32058859663036,HLA-C/HLA-A/HLA-B/CNTNAP2/CLDN18/HLA-E/ALCAM/NCAM2/CLDN7,9
hsa03050,hsa03050,Proteasome,5/288,43/5923,0.0558556092277339,0.370938533076489,0.336188957025227,PSMB9/PSMB8/PSMD6/PSMD7/PSME1,5
hsa05416,hsa05416,Viral myocarditis,5/288,43/5923,0.0558556092277339,0.370938533076489,0.336188957025227,HLA-C/HLA-A/HLA-B/HLA-E/RAC1,5
hsa04010,hsa04010,MAPK signaling pathway,17/288,243/5923,0.081882377569438,0.530188394762111,0.480520268368018,HSPA1A/HSPA1B/FOS/HSPA6/HGF/CDC42/CACNA2D1/AKT3/ANGPT2/RAC1/GADD45B/HRAS/NR4A1/JUN/DUSP1/DDIT3/DUSP2,17
hsa04915,hsa04915,Estrogen signaling pathway,9/288,111/5923,0.0898754287502098,0.544875835325077,0.4938317873501,HSP90B1/HSPA1A/HSPA1B/KRT12/FOS/HSPA6/AKT3/HRAS/JUN,9
hsa04722,hsa04722,Neurotrophin signaling pathway,9/288,112/5923,0.0937964182013514,0.544875835325077,0.4938317873501,RHOA/BEX3/CDC42/AKT3/RAC1/KIDINS220/HRAS/CAMK2B/JUN,9
hsa00240,hsa00240,Pyrimidine metabolism,5/288,50/5923,0.0938992206052192,0.544875835325077,0.4938317873501,NME1/NME3/NME4/NME2/CTPS1,5
hsa04218,hsa04218,Cellular senescence,11/288,145/5923,0.0941508242336393,0.544875835325077,0.4938317873501,HLA-C/HLA-A/HLA-B/SLC25A6/CDKN1A/CAPN2/AKT3/HLA-E/GADD45B/RHEB/HRAS,11
hsa04137,hsa04137,Mitophagy - animal,6/288,65/5923,0.0946695466781022,0.544875835325077,0.4938317873501,TOMM7/GABARAPL2/RAB7A/HRAS/JUN/UBC,6
hsa03040,hsa03040,Spliceosome,10/288,130/5923,0.100065167357485,0.563410398817141,0.510630030222404,HSPA1A/SNRPF/HSPA1B/HSPA6/TRA2A/SRSF9/LSM3/SNRPE/LSM5/TXNL4A,10
hsa00513,hsa00513,Various types of N-glycan biosynthesis,4/288,37/5923,0.103054601274796,0.567896632556856,0.514695992928994,HEXB/RPN1/TUSC3/DDOST,4
hsa04540,hsa04540,Gap junction,6/288,68/5923,0.111545004675371,0.601878254394192,0.545494211460698,TUBB2B/TUBA1A/TUBB2A/TUBB3/HRAS/TUBB4B,6
hsa04530,hsa04530,Tight junction,10/288,137/5923,0.129010388573213,0.678172236247705,0.61464096193147,RHOA/TUBA1A/RAB13/CLDN18/MYL6/MYL12B/CDC42/RAC1/JUN/CLDN7,10
hsa05131,hsa05131,Shigellosis,14/288,207/5923,0.130921281128901,0.678172236247705,0.61464096193147,RHOA/PFN2/ELMO1/MYL12B/CDC42/H3F3A/CAPN2/AKT3/GABARAPL2/RAC1/RBX1/PFN1/JUN/UBC,14
hsa04210,hsa04210,Apoptosis,9/288,122/5923,0.138357057077991,0.694702329826523,0.629622513925278,TUBA1A/FOS/CAPN2/AKT3/CTSL/GADD45B/HRAS/JUN/DDIT3,9
hsa00480,hsa00480,Glutathione metabolism,4/288,42/5923,0.145418910685081,0.694702329826523,0.629622513925278,GSTP1/GGCT/GSTO1/SRM,4
hsa04144,hsa04144,Endocytosis,15/288,229/5923,0.146172434731231,0.694702329826523,0.629622513925278,HLA-C/HLA-A/HLA-B/RHOA/HSPA1A/HSPA1B/HSPA6/FOLR1/CDC42/HLA-E/SNX3/RAB7A/AP2M1/HRAS/ARF6,15
hsa04662,hsa04662,B cell receptor signaling pathway,5/288,58/5923,0.14982682454397,0.694702329826523,0.629622513925278,FOS/AKT3/RAC1/HRAS/JUN,5
hsa05034,hsa05034,Alcoholism,10/288,142/5923,0.152181186987023,0.694702329826523,0.629622513925278,HIST1H4C/GNG2/HIST1H2AC/H3F3A/H2AFZ/HDAC1/HRAS/GNG5/SLC29A1/HIST1H2BK,10
hsa01522,hsa01522,Endocrine resistance,7/288,91/5923,0.152888157529389,0.694702329826523,0.629622513925278,CDKN1A/FOS/AKT3/CDKN2C/DLL3/HRAS/JUN,7
hsa04670,hsa04670,Leukocyte transendothelial migration,7/288,91/5923,0.152888157529389,0.694702329826523,0.629622513925278,RHOA/CYBA/CLDN18/MYL12B/CDC42/RAC1/CLDN7,7
hsa05218,hsa05218,Melanoma,5/288,60/5923,0.165622737231783,0.739591188672964,0.670306177907218,CDKN1A/HGF/AKT3/GADD45B/HRAS,5
hsa05223,hsa05223,Non-small cell lung cancer,5/288,61/5923,0.173759892386554,0.750063535468624,0.679797473722834,FHIT/CDKN1A/AKT3/GADD45B/HRAS,5
hsa05230,hsa05230,Central carbon metabolism in cancer,5/288,61/5923,0.173759892386554,0.750063535468624,0.679797473722834,PGAM2/RET/AKT3/PDHB/HRAS,5
hsa00531,hsa00531,Glycosaminoglycan degradation,2/288,16/5923,0.181084857046458,0.768868491393977,0.696840778625714,HEXB/IDS,2
hsa04912,hsa04912,GnRH signaling pathway,6/288,81/5923,0.199995328358273,0.835464355561174,0.757197932493972,EGR1/GNRH2/CDC42/HRAS/CAMK2B/JUN,6
hsa05014,hsa05014,Amyotrophic lateral sclerosis (ALS),4/288,48/5923,0.203481405453628,0.836534666864914,0.758167976878178,NEFL/SOD1/NEFM/RAC1,4
hsa04979,hsa04979,Cholesterol metabolism,3/288,33/5923,0.214853449731225,0.869485054381049,0.788031567270774,NPC2/LRPAP1/TSPO,3
hsa04650,hsa04650,Natural killer cell mediated cytotoxicity,6/288,84/5923,0.223360450080794,0.87976146175705,0.797345279300232,HLA-C/HLA-A/HLA-B/HLA-E/RAC1/HRAS,6
hsa04370,hsa04370,VEGF signaling pathway,4/288,50/5923,0.22418631844002,0.87976146175705,0.797345279300232,CDC42/AKT3/RAC1/HRAS,4
hsa04933,hsa04933,AGE-RAGE signaling pathway in diabetic complications,6/288,85/5923,0.231343704398339,0.893348302264712,0.809659302601223,EGR1/CDC42/AKT3/RAC1/HRAS/JUN,6
hsa05214,hsa05214,Glioma,5/288,68/5923,0.23454704461004,0.893348302264712,0.809659302601223,CDKN1A/AKT3/GADD45B/HRAS/CAMK2B,5
hsa05031,hsa05031,Amphetamine addiction,4/288,52/5923,0.245407713099402,0.91601970241958,0.83020684267249,FOS/HDAC1/CAMK2B/JUN,4
hsa05231,hsa05231,Choline metabolism in cancer,6/288,87/5923,0.247572892545832,0.91601970241958,0.83020684267249,FOS/AKT3/RAC1/RHEB/HRAS/JUN,6
hsa05202,hsa05202,Transcriptional misregulation in cancer,9/288,142/5923,0.253152017947856,0.920201058153672,0.833996488389632,NUPR1/CDKN1A/H3F3A/CDKN2C/MLF1/HDAC1/GADD45B/ID2/DDIT3,9
hsa04660,hsa04660,T cell receptor signaling pathway,6/288,88/5923,0.255808788367044,0.920201058153672,0.833996488389632,RHOA/FOS/CDC42/AKT3/HRAS/JUN,6
hsa05135,hsa05135,Yersinia infection,7/288,108/5923,0.271354276617983,0.962750104713117,0.872559534041963,RHOA/FOS/CDC42/AKT3/RAC1/ARF6/JUN,7
hsa04725,hsa04725,Cholinergic synapse,6/288,91/5923,0.280940924483969,0.977719289259461,0.886126403189838,GNG2/FOS/AKT3/HRAS/CAMK2B/GNG5,6
hsa05213,hsa05213,Endometrial cancer,4/288,56/5923,0.289024926373608,0.977719289259461,0.886126403189838,CDKN1A/AKT3/GADD45B/HRAS,4
hsa04140,hsa04140,Autophagy - animal,8/288,129/5923,0.290393171182353,0.977719289259461,0.886126403189838,VAMP8/LAMP1/AKT3/GABARAPL2/RAB7A/CTSL/RHEB/HRAS,8
hsa05212,hsa05212,Pancreatic cancer,5/288,74/5923,0.290673302212272,0.977719289259461,0.886126403189838,CDKN1A/CDC42/AKT3/RAC1/GADD45B,5
hsa05220,hsa05220,Chronic myeloid leukemia,5/288,75/5923,0.300269894549703,0.99376307985673,0.900667209136561,CDKN1A/AKT3/HDAC1/GADD45B/HRAS,5
hsa00270,hsa00270,Cysteine and methionine metabolism,3/288,40/5923,0.307897996611581,0.99376307985673,0.900667209136561,ADI1/MDH2/SRM,3
hsa00982,hsa00982,Drug metabolism - cytochrome P450,2/288,23/5923,0.308758745405487,0.99376307985673,0.900667209136561,GSTP1/GSTO1,2
hsa04062,hsa04062,Chemokine signaling pathway,8/288,132/5923,0.312115016911212,0.99376307985673,0.900667209136561,RHOA/GNG2/ELMO1/CDC42/AKT3/RAC1/HRAS/GNG5,8
hsa04726,hsa04726,Serotonergic synapse,5/288,77/5923,0.319606329254211,0.99376307985673,0.900667209136561,GNG2/TPH1/HRAS/GNG5/DUSP1,5
hsa05323,hsa05323,Rheumatoid arthritis,4/288,59/5923,0.3224100539956,0.99376307985673,0.900667209136561,ATP6AP1/FOS/CTSL/JUN,4
hsa04380,hsa04380,Osteoclast differentiation,6/288,96/5923,0.323938309853345,0.99376307985673,0.900667209136561,CYBA/FOS/AKT3/RAC1/JUN/JUNB,6
hsa04350,hsa04350,TGF-beta signaling pathway,5/288,78/5923,0.329332256199083,0.99376307985673,0.900667209136561,RHOA/BMP8B/ID4/RBX1/ID2,5
hsa04012,hsa04012,ErbB signaling pathway,5/288,79/5923,0.339087550033163,0.99376307985673,0.900667209136561,CDKN1A/AKT3/HRAS/CAMK2B/JUN,5
hsa04666,hsa04666,Fc gamma R-mediated phagocytosis,5/288,80/5923,0.348865523868196,0.99376307985673,0.900667209136561,SCIN/CDC42/AKT3/RAC1/ARF6,5
hsa04740,hsa04740,Olfactory transduction,3/288,44/5923,0.361999758058182,0.99376307985673,0.900667209136561,OR51E1/RGS2/CAMK2B,3
hsa01523,hsa01523,Antifolate resistance,2/288,26/5923,0.362944201427488,0.99376307985673,0.900667209136561,GGH/FOLR1,2
hsa05205,hsa05205,Proteoglycans in cancer,10/288,178/5923,0.36526000641076,0.99376307985673,0.900667209136561,RHOA/CD63/CDKN1A/HGF/CDC42/AKT3/CTSL/RAC1/HRAS/CAMK2B,10
hsa05120,hsa05120,Epithelial cell signaling in Helicobacter pylori infection,4/288,63/5923,0.367278099655788,0.99376307985673,0.900667209136561,ATP6AP1/CDC42/RAC1/JUN,4
hsa04014,hsa04014,Ras signaling pathway,10/288,179/5923,0.371882470380796,0.99376307985673,0.900667209136561,RHOA/GNG2/HGF/CDC42/AKT3/ANGPT2/RAC1/HRAS/GNG5/ARF6,10
hsa05322,hsa05322,Systemic lupus erythematosus,5/288,83/5923,0.378270576904431,0.99376307985673,0.900667209136561,HIST1H4C/HIST1H2AC/H3F3A/H2AFZ/HIST1H2BK,5
hsa05100,hsa05100,Bacterial invasion of epithelial cells,4/288,64/5923,0.378493462803087,0.99376307985673,0.900667209136561,RHOA/ELMO1/CDC42/RAC1,4
hsa00630,hsa00630,Glyoxylate and dicarboxylate metabolism,2/288,27/5923,0.380669317656569,0.99376307985673,0.900667209136561,HYI/MDH2,2
hsa00980,hsa00980,Metabolism of xenobiotics by cytochrome P450,2/288,27/5923,0.380669317656569,0.99376307985673,0.900667209136561,GSTP1/GSTO1,2
hsa01524,hsa01524,Platinum drug resistance,4/288,65/5923,0.389690029024471,0.99376307985673,0.900667209136561,GSTP1/CDKN1A/AKT3/GSTO1,4
hsa04110,hsa04110,Cell cycle,7/288,123/5923,0.390371012795351,0.99376307985673,0.900667209136561,CDKN1A/MAD1L1/CDKN2C/HDAC1/RBX1/PRKDC/GADD45B,7
hsa05224,hsa05224,Breast cancer,7/288,125/5923,0.406553367736812,0.99376307985673,0.900667209136561,CDKN1A/FOS/AKT3/GADD45B/DLL3/HRAS/JUN,7
hsa05162,hsa05162,Measles,6/288,106/5923,0.41187896635416,0.99376307985673,0.900667209136561,HSPA1A/HSPA1B/FOS/HSPA6/AKT3/JUN,6
hsa00510,hsa00510,N-Glycan biosynthesis,3/288,48/5923,0.415433783743803,0.99376307985673,0.900667209136561,RPN1/TUSC3/DDOST,3
hsa05134,hsa05134,Legionellosis,3/288,48/5923,0.415433783743803,0.99376307985673,0.900667209136561,HSPA1A/HSPA1B/HSPA6,3
hsa00020,hsa00020,Citrate cycle (TCA cycle),2/288,29/5923,0.415464773851954,0.99376307985673,0.900667209136561,PDHB/MDH2,2
hsa04960,hsa04960,Aldosterone-regulated sodium reabsorption,2/288,29/5923,0.415464773851954,0.99376307985673,0.900667209136561,SGK1/SLC9A3R2,2
hsa00360,hsa00360,Phenylalanine metabolism,1/288,11/5923,0.422346109406748,0.99376307985673,0.900667209136561,MIF,1
hsa05152,hsa05152,Tuberculosis,7/288,127/5923,0.422719973634444,0.99376307985673,0.900667209136561,RHOA/ATP6AP1/CD74/LAMP1/AKT3/RAB7A/CAMK2B,7
hsa05215,hsa05215,Prostate cancer,5/288,88/5923,0.427147959705825,0.99376307985673,0.900667209136561,HSP90B1/GSTP1/CDKN1A/AKT3/HRAS,5
hsa04926,hsa04926,Relaxin signaling pathway,6/288,108/5923,0.429462809583807,0.99376307985673,0.900667209136561,GNG2/FOS/AKT3/HRAS/GNG5/JUN,6
hsa04620,hsa04620,Toll-like receptor signaling pathway,4/288,69/5923,0.434122866501624,0.99376307985673,0.900667209136561,FOS/AKT3/RAC1/JUN,4
hsa04657,hsa04657,IL-17 signaling pathway,4/288,70/5923,0.445104214085649,0.99376307985673,0.900667209136561,HSP90B1/FOS/IL17RB/JUN,4
hsa05204,hsa05204,Chemical carcinogenesis,2/288,31/5923,0.449257322509623,0.99376307985673,0.900667209136561,GSTP1/GSTO1,2
hsa00040,hsa00040,Pentose and glucuronate interconversions,1/288,12/5923,0.450486217744173,0.99376307985673,0.900667209136561,AKR1B1,1
hsa05200,hsa05200,Pathways in cancer,22/288,434/5923,0.451584292515888,0.99376307985673,0.900667209136561,RHOA/HSP90B1/GNG2/GSTP1/CDKN1A/FOS/RET/HGF/ELOB/CDC42/AKT3/RAC1/HDAC1/RBX1/GADD45B/TPM3/DLL3/HRAS/CAMK2B/GNG5/GSTO1/JUN,22
hsa04015,hsa04015,Rap1 signaling pathway,9/288,171/5923,0.45291641877785,0.99376307985673,0.900667209136561,RHOA/PFN2/HGF/CDC42/AKT3/ANGPT2/RAC1/PFN1/HRAS,9
hsa04330,hsa04330,Notch signaling pathway,3/288,51/5923,0.454563917974829,0.99376307985673,0.900667209136561,NCSTN/HDAC1/DLL3,3
hsa00230,hsa00230,Purine metabolism,6/288,112/5923,0.464356815012297,0.99376307985673,0.900667209136561,FHIT/NME1/NME3/NME4/NME2/APRT,6
hsa04371,hsa04371,Apelin signaling pathway,6/288,112/5923,0.464356815012297,0.99376307985673,0.900667209136561,GNG2/EGR1/AKT3/GABARAPL2/HRAS/GNG5,6
hsa00603,hsa00603,Glycosphingolipid biosynthesis - globo and isoglobo series,1/288,13/5923,0.477260024086531,0.99376307985673,0.900667209136561,HEXB,1
hsa00910,hsa00910,Nitrogen metabolism,1/288,13/5923,0.477260024086531,0.99376307985673,0.900667209136561,CA9,1
hsa03450,hsa03450,Non-homologous end-joining,1/288,13/5923,0.477260024086531,0.99376307985673,0.900667209136561,PRKDC,1
hsa04713,hsa04713,Circadian entrainment,4/288,73/5923,0.4776324191096,0.99376307985673,0.900667209136561,GNG2/FOS/CAMK2B/GNG5,4
hsa05140,hsa05140,Leishmaniasis,3/288,53/5923,0.48004061076445,0.99376307985673,0.900667209136561,CYBA/FOS/JUN,3
hsa04068,hsa04068,FoxO signaling pathway,6/288,114/5923,0.481606783169097,0.99376307985673,0.900667209136561,CDKN1A/SGK1/AKT3/GABARAPL2/GADD45B/HRAS,6
hsa00620,hsa00620,Pyruvate metabolism,2/288,33/5923,0.481923766242594,0.99376307985673,0.900667209136561,PDHB/MDH2,2
hsa03410,hsa03410,Base excision repair,2/288,33/5923,0.481923766242594,0.99376307985673,0.900667209136561,NTHL1/APEX1,2
hsa04510,hsa04510,Focal adhesion,9/288,176/5923,0.487811664700704,0.99376307985673,0.900667209136561,RHOA/HGF/MYL12B/CDC42/CAPN2/AKT3/RAC1/HRAS/JUN,9
hsa00604,hsa00604,Glycosphingolipid biosynthesis - ganglio series,1/288,14/5923,0.502733647278253,0.99376307985673,0.900667209136561,HEXB,1
hsa04270,hsa04270,Vascular smooth muscle contraction,5/288,96/5923,0.503500129335219,0.99376307985673,0.900667209136561,RHOA/RAMP1/MYL6/NPPA/CALCB,5
hsa04810,hsa04810,Regulation of actin cytoskeleton,9/288,182/5923,0.528926654779995,0.99376307985673,0.900667209136561,RHOA/BRK1/PFN2/SCIN/MYL12B/CDC42/RAC1/PFN1/HRAS,9
hsa04640,hsa04640,Hematopoietic cell lineage,3/288,57/5923,0.529229373649547,0.99376307985673,0.900667209136561,CD24/CD9/MME,3
hsa04664,hsa04664,Fc epsilon RI signaling pathway,3/288,57/5923,0.529229373649547,0.99376307985673,0.900667209136561,AKT3/RAC1/HRAS,3
hsa04929,hsa04929,GnRH secretion,3/288,57/5923,0.529229373649547,0.99376307985673,0.900667209136561,GNRH2/AKT3/HRAS,3
